class,mutant,result,index
FIND_EQUAL_POINT_STRING_BRACKETS,ORIGINAL,EXCEPTION,0
FIND_EQUAL_POINT_STRING_BRACKETS,ORIGINAL,EXCEPTION,1
FIND_EQUAL_POINT_STRING_BRACKETS,ORIGINAL,EXCEPTION,2
FIND_EQUAL_POINT_STRING_BRACKETS,ORIGINAL,EXCEPTION,3
FIND_EQUAL_POINT_STRING_BRACKETS,ORIGINAL,EXCEPTION,4
FIND_EQUAL_POINT_STRING_BRACKETS,ORIGINAL,EXCEPTION,5
FIND_EQUAL_POINT_STRING_BRACKETS,ORIGINAL,EXCEPTION,6
FIND_EQUAL_POINT_STRING_BRACKETS,ORIGINAL,EXCEPTION,7
FIND_EQUAL_POINT_STRING_BRACKETS,ORIGINAL,EXCEPTION,8
FIND_EQUAL_POINT_STRING_BRACKETS,ORIGINAL,EXCEPTION,9
CHECK_REVERSING_SUB_ARRAY_MAKE_ARRAY_SORTED,ORIGINAL,EXCEPTION,0
CHECK_REVERSING_SUB_ARRAY_MAKE_ARRAY_SORTED,ORIGINAL,EXCEPTION,1
CHECK_REVERSING_SUB_ARRAY_MAKE_ARRAY_SORTED,ORIGINAL,EXCEPTION,2
CHECK_REVERSING_SUB_ARRAY_MAKE_ARRAY_SORTED,ORIGINAL,EXCEPTION,3
CHECK_REVERSING_SUB_ARRAY_MAKE_ARRAY_SORTED,ORIGINAL,EXCEPTION,4
CHECK_REVERSING_SUB_ARRAY_MAKE_ARRAY_SORTED,ORIGINAL,EXCEPTION,5
CHECK_REVERSING_SUB_ARRAY_MAKE_ARRAY_SORTED,ORIGINAL,EXCEPTION,6
CHECK_REVERSING_SUB_ARRAY_MAKE_ARRAY_SORTED,ORIGINAL,EXCEPTION,7
CHECK_REVERSING_SUB_ARRAY_MAKE_ARRAY_SORTED,ORIGINAL,EXCEPTION,8
CHECK_REVERSING_SUB_ARRAY_MAKE_ARRAY_SORTED,ORIGINAL,EXCEPTION,9
RECURSIVE_C_PROGRAM_LINEARLY_SEARCH_ELEMENT_GIVEN_ARRAY,ORIGINAL,-1,0
RECURSIVE_C_PROGRAM_LINEARLY_SEARCH_ELEMENT_GIVEN_ARRAY,ORIGINAL,3,1
RECURSIVE_C_PROGRAM_LINEARLY_SEARCH_ELEMENT_GIVEN_ARRAY,ORIGINAL,-1,2
RECURSIVE_C_PROGRAM_LINEARLY_SEARCH_ELEMENT_GIVEN_ARRAY,ORIGINAL,-1,3
RECURSIVE_C_PROGRAM_LINEARLY_SEARCH_ELEMENT_GIVEN_ARRAY,ORIGINAL,7,4
RECURSIVE_C_PROGRAM_LINEARLY_SEARCH_ELEMENT_GIVEN_ARRAY,ORIGINAL,0,5
RECURSIVE_C_PROGRAM_LINEARLY_SEARCH_ELEMENT_GIVEN_ARRAY,ORIGINAL,-1,6
RECURSIVE_C_PROGRAM_LINEARLY_SEARCH_ELEMENT_GIVEN_ARRAY,ORIGINAL,-1,7
RECURSIVE_C_PROGRAM_LINEARLY_SEARCH_ELEMENT_GIVEN_ARRAY,ORIGINAL,-1,8
RECURSIVE_C_PROGRAM_LINEARLY_SEARCH_ELEMENT_GIVEN_ARRAY,ORIGINAL,2,9
LARGEST_SUBARRAY_WITH_EQUAL_NUMBER_OF_0S_AND_1S_1,ORIGINAL,EXCEPTION,0
LARGEST_SUBARRAY_WITH_EQUAL_NUMBER_OF_0S_AND_1S_1,ORIGINAL,EXCEPTION,1
LARGEST_SUBARRAY_WITH_EQUAL_NUMBER_OF_0S_AND_1S_1,ORIGINAL,EXCEPTION,2
LARGEST_SUBARRAY_WITH_EQUAL_NUMBER_OF_0S_AND_1S_1,ORIGINAL,EXCEPTION,3
LARGEST_SUBARRAY_WITH_EQUAL_NUMBER_OF_0S_AND_1S_1,ORIGINAL,EXCEPTION,4
LARGEST_SUBARRAY_WITH_EQUAL_NUMBER_OF_0S_AND_1S_1,ORIGINAL,EXCEPTION,5
LARGEST_SUBARRAY_WITH_EQUAL_NUMBER_OF_0S_AND_1S_1,ORIGINAL,EXCEPTION,6
LARGEST_SUBARRAY_WITH_EQUAL_NUMBER_OF_0S_AND_1S_1,ORIGINAL,EXCEPTION,7
LARGEST_SUBARRAY_WITH_EQUAL_NUMBER_OF_0S_AND_1S_1,ORIGINAL,EXCEPTION,8
LARGEST_SUBARRAY_WITH_EQUAL_NUMBER_OF_0S_AND_1S_1,ORIGINAL,EXCEPTION,9
NUMBER_JUMP_REQUIRED_GIVEN_LENGTH_REACH_POINT_FORM_D_0_ORIGIN_2D_PLANE,ORIGINAL,EXCEPTION,0
NUMBER_JUMP_REQUIRED_GIVEN_LENGTH_REACH_POINT_FORM_D_0_ORIGIN_2D_PLANE,ORIGINAL,EXCEPTION,1
NUMBER_JUMP_REQUIRED_GIVEN_LENGTH_REACH_POINT_FORM_D_0_ORIGIN_2D_PLANE,ORIGINAL,EXCEPTION,2
NUMBER_JUMP_REQUIRED_GIVEN_LENGTH_REACH_POINT_FORM_D_0_ORIGIN_2D_PLANE,ORIGINAL,EXCEPTION,3
NUMBER_JUMP_REQUIRED_GIVEN_LENGTH_REACH_POINT_FORM_D_0_ORIGIN_2D_PLANE,ORIGINAL,EXCEPTION,4
NUMBER_JUMP_REQUIRED_GIVEN_LENGTH_REACH_POINT_FORM_D_0_ORIGIN_2D_PLANE,ORIGINAL,EXCEPTION,5
NUMBER_JUMP_REQUIRED_GIVEN_LENGTH_REACH_POINT_FORM_D_0_ORIGIN_2D_PLANE,ORIGINAL,EXCEPTION,6
NUMBER_JUMP_REQUIRED_GIVEN_LENGTH_REACH_POINT_FORM_D_0_ORIGIN_2D_PLANE,ORIGINAL,EXCEPTION,7
NUMBER_JUMP_REQUIRED_GIVEN_LENGTH_REACH_POINT_FORM_D_0_ORIGIN_2D_PLANE,ORIGINAL,EXCEPTION,8
NUMBER_JUMP_REQUIRED_GIVEN_LENGTH_REACH_POINT_FORM_D_0_ORIGIN_2D_PLANE,ORIGINAL,EXCEPTION,9
CHECK_WHETHER_ARITHMETIC_PROGRESSION_CAN_FORMED_GIVEN_ARRAY,ORIGINAL,EXCEPTION,0
CHECK_WHETHER_ARITHMETIC_PROGRESSION_CAN_FORMED_GIVEN_ARRAY,ORIGINAL,EXCEPTION,1
CHECK_WHETHER_ARITHMETIC_PROGRESSION_CAN_FORMED_GIVEN_ARRAY,ORIGINAL,EXCEPTION,2
CHECK_WHETHER_ARITHMETIC_PROGRESSION_CAN_FORMED_GIVEN_ARRAY,ORIGINAL,EXCEPTION,3
CHECK_WHETHER_ARITHMETIC_PROGRESSION_CAN_FORMED_GIVEN_ARRAY,ORIGINAL,EXCEPTION,4
CHECK_WHETHER_ARITHMETIC_PROGRESSION_CAN_FORMED_GIVEN_ARRAY,ORIGINAL,EXCEPTION,5
CHECK_WHETHER_ARITHMETIC_PROGRESSION_CAN_FORMED_GIVEN_ARRAY,ORIGINAL,EXCEPTION,6
CHECK_WHETHER_ARITHMETIC_PROGRESSION_CAN_FORMED_GIVEN_ARRAY,ORIGINAL,EXCEPTION,7
CHECK_WHETHER_ARITHMETIC_PROGRESSION_CAN_FORMED_GIVEN_ARRAY,ORIGINAL,EXCEPTION,8
CHECK_WHETHER_ARITHMETIC_PROGRESSION_CAN_FORMED_GIVEN_ARRAY,ORIGINAL,EXCEPTION,9
LONGEST_SUBARRAY_COUNT_1S_ONE_COUNT_0S,ORIGINAL,EXCEPTION,0
LONGEST_SUBARRAY_COUNT_1S_ONE_COUNT_0S,ORIGINAL,EXCEPTION,1
LONGEST_SUBARRAY_COUNT_1S_ONE_COUNT_0S,ORIGINAL,EXCEPTION,2
LONGEST_SUBARRAY_COUNT_1S_ONE_COUNT_0S,ORIGINAL,EXCEPTION,3
LONGEST_SUBARRAY_COUNT_1S_ONE_COUNT_0S,ORIGINAL,EXCEPTION,4
LONGEST_SUBARRAY_COUNT_1S_ONE_COUNT_0S,ORIGINAL,EXCEPTION,5
LONGEST_SUBARRAY_COUNT_1S_ONE_COUNT_0S,ORIGINAL,EXCEPTION,6
LONGEST_SUBARRAY_COUNT_1S_ONE_COUNT_0S,ORIGINAL,EXCEPTION,7
LONGEST_SUBARRAY_COUNT_1S_ONE_COUNT_0S,ORIGINAL,EXCEPTION,8
LONGEST_SUBARRAY_COUNT_1S_ONE_COUNT_0S,ORIGINAL,EXCEPTION,9
COUNT_NUMBERS_CAN_CONSTRUCTED_USING_TWO_NUMBERS,ORIGINAL,EXCEPTION,0
COUNT_NUMBERS_CAN_CONSTRUCTED_USING_TWO_NUMBERS,ORIGINAL,EXCEPTION,1
COUNT_NUMBERS_CAN_CONSTRUCTED_USING_TWO_NUMBERS,ORIGINAL,EXCEPTION,2
COUNT_NUMBERS_CAN_CONSTRUCTED_USING_TWO_NUMBERS,ORIGINAL,EXCEPTION,3
COUNT_NUMBERS_CAN_CONSTRUCTED_USING_TWO_NUMBERS,ORIGINAL,EXCEPTION,4
COUNT_NUMBERS_CAN_CONSTRUCTED_USING_TWO_NUMBERS,ORIGINAL,EXCEPTION,5
COUNT_NUMBERS_CAN_CONSTRUCTED_USING_TWO_NUMBERS,ORIGINAL,EXCEPTION,6
COUNT_NUMBERS_CAN_CONSTRUCTED_USING_TWO_NUMBERS,ORIGINAL,EXCEPTION,7
COUNT_NUMBERS_CAN_CONSTRUCTED_USING_TWO_NUMBERS,ORIGINAL,EXCEPTION,8
COUNT_NUMBERS_CAN_CONSTRUCTED_USING_TWO_NUMBERS,ORIGINAL,EXCEPTION,9
COUNT_DIGITS_FACTORIAL_SET_1,ORIGINAL,EXCEPTION,0
COUNT_DIGITS_FACTORIAL_SET_1,ORIGINAL,EXCEPTION,1
COUNT_DIGITS_FACTORIAL_SET_1,ORIGINAL,EXCEPTION,2
COUNT_DIGITS_FACTORIAL_SET_1,ORIGINAL,EXCEPTION,3
COUNT_DIGITS_FACTORIAL_SET_1,ORIGINAL,EXCEPTION,4
COUNT_DIGITS_FACTORIAL_SET_1,ORIGINAL,EXCEPTION,5
COUNT_DIGITS_FACTORIAL_SET_1,ORIGINAL,EXCEPTION,6
COUNT_DIGITS_FACTORIAL_SET_1,ORIGINAL,EXCEPTION,7
COUNT_DIGITS_FACTORIAL_SET_1,ORIGINAL,EXCEPTION,8
COUNT_DIGITS_FACTORIAL_SET_1,ORIGINAL,EXCEPTION,9
MINIMUM_NUMBER_SUBSETS_DISTINCT_ELEMENTS,ORIGINAL,EXCEPTION,0
MINIMUM_NUMBER_SUBSETS_DISTINCT_ELEMENTS,ORIGINAL,EXCEPTION,1
MINIMUM_NUMBER_SUBSETS_DISTINCT_ELEMENTS,ORIGINAL,EXCEPTION,2
MINIMUM_NUMBER_SUBSETS_DISTINCT_ELEMENTS,ORIGINAL,EXCEPTION,3
MINIMUM_NUMBER_SUBSETS_DISTINCT_ELEMENTS,ORIGINAL,EXCEPTION,4
MINIMUM_NUMBER_SUBSETS_DISTINCT_ELEMENTS,ORIGINAL,EXCEPTION,5
MINIMUM_NUMBER_SUBSETS_DISTINCT_ELEMENTS,ORIGINAL,EXCEPTION,6
MINIMUM_NUMBER_SUBSETS_DISTINCT_ELEMENTS,ORIGINAL,EXCEPTION,7
MINIMUM_NUMBER_SUBSETS_DISTINCT_ELEMENTS,ORIGINAL,EXCEPTION,8
MINIMUM_NUMBER_SUBSETS_DISTINCT_ELEMENTS,ORIGINAL,EXCEPTION,9
SMALLEST_POWER_OF_2_GREATER_THAN_OR_EQUAL_TO_N,ORIGINAL,16,0
SMALLEST_POWER_OF_2_GREATER_THAN_OR_EQUAL_TO_N,ORIGINAL,32,1
SMALLEST_POWER_OF_2_GREATER_THAN_OR_EQUAL_TO_N,ORIGINAL,1,2
SMALLEST_POWER_OF_2_GREATER_THAN_OR_EQUAL_TO_N,ORIGINAL,32,3
SMALLEST_POWER_OF_2_GREATER_THAN_OR_EQUAL_TO_N,ORIGINAL,128,4
SMALLEST_POWER_OF_2_GREATER_THAN_OR_EQUAL_TO_N,ORIGINAL,128,5
SMALLEST_POWER_OF_2_GREATER_THAN_OR_EQUAL_TO_N,ORIGINAL,64,6
SMALLEST_POWER_OF_2_GREATER_THAN_OR_EQUAL_TO_N,ORIGINAL,64,7
SMALLEST_POWER_OF_2_GREATER_THAN_OR_EQUAL_TO_N,ORIGINAL,128,8
SMALLEST_POWER_OF_2_GREATER_THAN_OR_EQUAL_TO_N,ORIGINAL,64,9
MINIMUM_TIME_TO_FINISH_TASKS_WITHOUT_SKIPPING_TWO_CONSECUTIVE,ORIGINAL,EXCEPTION,0
MINIMUM_TIME_TO_FINISH_TASKS_WITHOUT_SKIPPING_TWO_CONSECUTIVE,ORIGINAL,EXCEPTION,1
MINIMUM_TIME_TO_FINISH_TASKS_WITHOUT_SKIPPING_TWO_CONSECUTIVE,ORIGINAL,EXCEPTION,2
MINIMUM_TIME_TO_FINISH_TASKS_WITHOUT_SKIPPING_TWO_CONSECUTIVE,ORIGINAL,EXCEPTION,3
MINIMUM_TIME_TO_FINISH_TASKS_WITHOUT_SKIPPING_TWO_CONSECUTIVE,ORIGINAL,EXCEPTION,4
MINIMUM_TIME_TO_FINISH_TASKS_WITHOUT_SKIPPING_TWO_CONSECUTIVE,ORIGINAL,EXCEPTION,5
MINIMUM_TIME_TO_FINISH_TASKS_WITHOUT_SKIPPING_TWO_CONSECUTIVE,ORIGINAL,EXCEPTION,6
MINIMUM_TIME_TO_FINISH_TASKS_WITHOUT_SKIPPING_TWO_CONSECUTIVE,ORIGINAL,EXCEPTION,7
MINIMUM_TIME_TO_FINISH_TASKS_WITHOUT_SKIPPING_TWO_CONSECUTIVE,ORIGINAL,EXCEPTION,8
MINIMUM_TIME_TO_FINISH_TASKS_WITHOUT_SKIPPING_TWO_CONSECUTIVE,ORIGINAL,EXCEPTION,9
MINIMUM_OPERATIONS_MAKE_GCD_ARRAY_MULTIPLE_K,ORIGINAL,EXCEPTION,0
MINIMUM_OPERATIONS_MAKE_GCD_ARRAY_MULTIPLE_K,ORIGINAL,EXCEPTION,1
MINIMUM_OPERATIONS_MAKE_GCD_ARRAY_MULTIPLE_K,ORIGINAL,661,2
MINIMUM_OPERATIONS_MAKE_GCD_ARRAY_MULTIPLE_K,ORIGINAL,EXCEPTION,3
MINIMUM_OPERATIONS_MAKE_GCD_ARRAY_MULTIPLE_K,ORIGINAL,778,4
MINIMUM_OPERATIONS_MAKE_GCD_ARRAY_MULTIPLE_K,ORIGINAL,1096,5
MINIMUM_OPERATIONS_MAKE_GCD_ARRAY_MULTIPLE_K,ORIGINAL,EXCEPTION,6
MINIMUM_OPERATIONS_MAKE_GCD_ARRAY_MULTIPLE_K,ORIGINAL,EXCEPTION,7
MINIMUM_OPERATIONS_MAKE_GCD_ARRAY_MULTIPLE_K,ORIGINAL,413,8
MINIMUM_OPERATIONS_MAKE_GCD_ARRAY_MULTIPLE_K,ORIGINAL,EXCEPTION,9
FIND_THREE_ELEMENT_FROM_DIFFERENT_THREE_ARRAYS_SUCH_THAT_THAT_A_B_C_K,ORIGINAL,EXCEPTION,0
FIND_THREE_ELEMENT_FROM_DIFFERENT_THREE_ARRAYS_SUCH_THAT_THAT_A_B_C_K,ORIGINAL,EXCEPTION,1
FIND_THREE_ELEMENT_FROM_DIFFERENT_THREE_ARRAYS_SUCH_THAT_THAT_A_B_C_K,ORIGINAL,EXCEPTION,2
FIND_THREE_ELEMENT_FROM_DIFFERENT_THREE_ARRAYS_SUCH_THAT_THAT_A_B_C_K,ORIGINAL,EXCEPTION,3
FIND_THREE_ELEMENT_FROM_DIFFERENT_THREE_ARRAYS_SUCH_THAT_THAT_A_B_C_K,ORIGINAL,EXCEPTION,4
FIND_THREE_ELEMENT_FROM_DIFFERENT_THREE_ARRAYS_SUCH_THAT_THAT_A_B_C_K,ORIGINAL,EXCEPTION,5
FIND_THREE_ELEMENT_FROM_DIFFERENT_THREE_ARRAYS_SUCH_THAT_THAT_A_B_C_K,ORIGINAL,EXCEPTION,6
FIND_THREE_ELEMENT_FROM_DIFFERENT_THREE_ARRAYS_SUCH_THAT_THAT_A_B_C_K,ORIGINAL,EXCEPTION,7
FIND_THREE_ELEMENT_FROM_DIFFERENT_THREE_ARRAYS_SUCH_THAT_THAT_A_B_C_K,ORIGINAL,EXCEPTION,8
FIND_THREE_ELEMENT_FROM_DIFFERENT_THREE_ARRAYS_SUCH_THAT_THAT_A_B_C_K,ORIGINAL,EXCEPTION,9
PIZZA_CUT_PROBLEM_CIRCLE_DIVISION_LINES,ORIGINAL,1082,0
PIZZA_CUT_PROBLEM_CIRCLE_DIVISION_LINES,ORIGINAL,2347,1
PIZZA_CUT_PROBLEM_CIRCLE_DIVISION_LINES,ORIGINAL,11,2
PIZZA_CUT_PROBLEM_CIRCLE_DIVISION_LINES,ORIGINAL,79,3
PIZZA_CUT_PROBLEM_CIRCLE_DIVISION_LINES,ORIGINAL,1597,4
PIZZA_CUT_PROBLEM_CIRCLE_DIVISION_LINES,ORIGINAL,106,5
PIZZA_CUT_PROBLEM_CIRCLE_DIVISION_LINES,ORIGINAL,3322,6
PIZZA_CUT_PROBLEM_CIRCLE_DIVISION_LINES,ORIGINAL,436,7
PIZZA_CUT_PROBLEM_CIRCLE_DIVISION_LINES,ORIGINAL,352,8
PIZZA_CUT_PROBLEM_CIRCLE_DIVISION_LINES,ORIGINAL,821,9
FIND_REPETITIVE_ELEMENT_1_N_1_2,ORIGINAL,52,0
FIND_REPETITIVE_ELEMENT_1_N_1_2,ORIGINAL,46,1
FIND_REPETITIVE_ELEMENT_1_N_1_2,ORIGINAL,1,2
FIND_REPETITIVE_ELEMENT_1_N_1_2,ORIGINAL,28,3
FIND_REPETITIVE_ELEMENT_1_N_1_2,ORIGINAL,-32,4
FIND_REPETITIVE_ELEMENT_1_N_1_2,ORIGINAL,16,5
FIND_REPETITIVE_ELEMENT_1_N_1_2,ORIGINAL,25,6
FIND_REPETITIVE_ELEMENT_1_N_1_2,ORIGINAL,103,7
FIND_REPETITIVE_ELEMENT_1_N_1_2,ORIGINAL,21,8
FIND_REPETITIVE_ELEMENT_1_N_1_2,ORIGINAL,9,9
MINIMUM_XOR_VALUE_PAIR,ORIGINAL,EXCEPTION,0
MINIMUM_XOR_VALUE_PAIR,ORIGINAL,EXCEPTION,1
MINIMUM_XOR_VALUE_PAIR,ORIGINAL,EXCEPTION,2
MINIMUM_XOR_VALUE_PAIR,ORIGINAL,EXCEPTION,3
MINIMUM_XOR_VALUE_PAIR,ORIGINAL,EXCEPTION,4
MINIMUM_XOR_VALUE_PAIR,ORIGINAL,EXCEPTION,5
MINIMUM_XOR_VALUE_PAIR,ORIGINAL,EXCEPTION,6
MINIMUM_XOR_VALUE_PAIR,ORIGINAL,EXCEPTION,7
MINIMUM_XOR_VALUE_PAIR,ORIGINAL,EXCEPTION,8
MINIMUM_XOR_VALUE_PAIR,ORIGINAL,EXCEPTION,9
WRITE_ONE_LINE_C_FUNCTION_TO_FIND_WHETHER_A_NO_IS_POWER_OF_TWO,ORIGINAL,True,0
WRITE_ONE_LINE_C_FUNCTION_TO_FIND_WHETHER_A_NO_IS_POWER_OF_TWO,ORIGINAL,True,1
WRITE_ONE_LINE_C_FUNCTION_TO_FIND_WHETHER_A_NO_IS_POWER_OF_TWO,ORIGINAL,True,2
WRITE_ONE_LINE_C_FUNCTION_TO_FIND_WHETHER_A_NO_IS_POWER_OF_TWO,ORIGINAL,True,3
WRITE_ONE_LINE_C_FUNCTION_TO_FIND_WHETHER_A_NO_IS_POWER_OF_TWO,ORIGINAL,False,4
WRITE_ONE_LINE_C_FUNCTION_TO_FIND_WHETHER_A_NO_IS_POWER_OF_TWO,ORIGINAL,False,5
WRITE_ONE_LINE_C_FUNCTION_TO_FIND_WHETHER_A_NO_IS_POWER_OF_TWO,ORIGINAL,False,6
WRITE_ONE_LINE_C_FUNCTION_TO_FIND_WHETHER_A_NO_IS_POWER_OF_TWO,ORIGINAL,False,7
WRITE_ONE_LINE_C_FUNCTION_TO_FIND_WHETHER_A_NO_IS_POWER_OF_TWO,ORIGINAL,False,8
WRITE_ONE_LINE_C_FUNCTION_TO_FIND_WHETHER_A_NO_IS_POWER_OF_TWO,ORIGINAL,False,9
FIND_INDEX_0_REPLACED_1_GET_LONGEST_CONTINUOUS_SEQUENCE_1S_BINARY_ARRAY,ORIGINAL,-1,0
FIND_INDEX_0_REPLACED_1_GET_LONGEST_CONTINUOUS_SEQUENCE_1S_BINARY_ARRAY,ORIGINAL,3,1
FIND_INDEX_0_REPLACED_1_GET_LONGEST_CONTINUOUS_SEQUENCE_1S_BINARY_ARRAY,ORIGINAL,28,2
FIND_INDEX_0_REPLACED_1_GET_LONGEST_CONTINUOUS_SEQUENCE_1S_BINARY_ARRAY,ORIGINAL,-1,3
FIND_INDEX_0_REPLACED_1_GET_LONGEST_CONTINUOUS_SEQUENCE_1S_BINARY_ARRAY,ORIGINAL,-1,4
FIND_INDEX_0_REPLACED_1_GET_LONGEST_CONTINUOUS_SEQUENCE_1S_BINARY_ARRAY,ORIGINAL,2,5
FIND_INDEX_0_REPLACED_1_GET_LONGEST_CONTINUOUS_SEQUENCE_1S_BINARY_ARRAY,ORIGINAL,-1,6
FIND_INDEX_0_REPLACED_1_GET_LONGEST_CONTINUOUS_SEQUENCE_1S_BINARY_ARRAY,ORIGINAL,-1,7
FIND_INDEX_0_REPLACED_1_GET_LONGEST_CONTINUOUS_SEQUENCE_1S_BINARY_ARRAY,ORIGINAL,8,8
FIND_INDEX_0_REPLACED_1_GET_LONGEST_CONTINUOUS_SEQUENCE_1S_BINARY_ARRAY,ORIGINAL,-1,9
PROGRAM_COUNT_OCCURRENCE_GIVEN_CHARACTER_STRING,ORIGINAL,EXCEPTION,0
PROGRAM_COUNT_OCCURRENCE_GIVEN_CHARACTER_STRING,ORIGINAL,EXCEPTION,1
PROGRAM_COUNT_OCCURRENCE_GIVEN_CHARACTER_STRING,ORIGINAL,EXCEPTION,2
PROGRAM_COUNT_OCCURRENCE_GIVEN_CHARACTER_STRING,ORIGINAL,EXCEPTION,3
PROGRAM_COUNT_OCCURRENCE_GIVEN_CHARACTER_STRING,ORIGINAL,EXCEPTION,4
PROGRAM_COUNT_OCCURRENCE_GIVEN_CHARACTER_STRING,ORIGINAL,EXCEPTION,5
PROGRAM_COUNT_OCCURRENCE_GIVEN_CHARACTER_STRING,ORIGINAL,EXCEPTION,6
PROGRAM_COUNT_OCCURRENCE_GIVEN_CHARACTER_STRING,ORIGINAL,EXCEPTION,7
PROGRAM_COUNT_OCCURRENCE_GIVEN_CHARACTER_STRING,ORIGINAL,EXCEPTION,8
PROGRAM_COUNT_OCCURRENCE_GIVEN_CHARACTER_STRING,ORIGINAL,EXCEPTION,9
SUM_DIVISORS_1_N_1,ORIGINAL,4406,0
SUM_DIVISORS_1_N_1,ORIGINAL,1384,1
SUM_DIVISORS_1_N_1,ORIGINAL,1098,2
SUM_DIVISORS_1_N_1,ORIGINAL,660,3
SUM_DIVISORS_1_N_1,ORIGINAL,1987,4
SUM_DIVISORS_1_N_1,ORIGINAL,491,5
SUM_DIVISORS_1_N_1,ORIGINAL,5977,6
SUM_DIVISORS_1_N_1,ORIGINAL,2846,7
SUM_DIVISORS_1_N_1,ORIGINAL,5561,8
SUM_DIVISORS_1_N_1,ORIGINAL,1342,9
FRIENDS_PAIRING_PROBLEM_2,ORIGINAL,17492190577600,0
FRIENDS_PAIRING_PROBLEM_2,ORIGINAL,1,1
FRIENDS_PAIRING_PROBLEM_2,ORIGINAL,18723846887829931303684501424840972787050559847800270957087312926249844736,2
FRIENDS_PAIRING_PROBLEM_2,ORIGINAL,1867720278882863552220974741341446038725782674583207163689731410452545536,3
FRIENDS_PAIRING_PROBLEM_2,ORIGINAL,187290295654967419460705852038883630536941968591300708815528683508858880,4
FRIENDS_PAIRING_PROBLEM_2,ORIGINAL,101990226254706560,5
FRIENDS_PAIRING_PROBLEM_2,ORIGINAL,4,6
FRIENDS_PAIRING_PROBLEM_2,ORIGINAL,27287539950459819893102799433172013791543296,7
FRIENDS_PAIRING_PROBLEM_2,ORIGINAL,3503996813308558782507146826867285964030021884205755006976,8
FRIENDS_PAIRING_PROBLEM_2,ORIGINAL,2390480,9
NUMBER_UNIQUE_RECTANGLES_FORMED_USING_N_UNIT_SQUARES,ORIGINAL,EXCEPTION,0
NUMBER_UNIQUE_RECTANGLES_FORMED_USING_N_UNIT_SQUARES,ORIGINAL,EXCEPTION,1
NUMBER_UNIQUE_RECTANGLES_FORMED_USING_N_UNIT_SQUARES,ORIGINAL,EXCEPTION,2
NUMBER_UNIQUE_RECTANGLES_FORMED_USING_N_UNIT_SQUARES,ORIGINAL,EXCEPTION,3
NUMBER_UNIQUE_RECTANGLES_FORMED_USING_N_UNIT_SQUARES,ORIGINAL,EXCEPTION,4
NUMBER_UNIQUE_RECTANGLES_FORMED_USING_N_UNIT_SQUARES,ORIGINAL,EXCEPTION,5
NUMBER_UNIQUE_RECTANGLES_FORMED_USING_N_UNIT_SQUARES,ORIGINAL,EXCEPTION,6
NUMBER_UNIQUE_RECTANGLES_FORMED_USING_N_UNIT_SQUARES,ORIGINAL,EXCEPTION,7
NUMBER_UNIQUE_RECTANGLES_FORMED_USING_N_UNIT_SQUARES,ORIGINAL,EXCEPTION,8
NUMBER_UNIQUE_RECTANGLES_FORMED_USING_N_UNIT_SQUARES,ORIGINAL,EXCEPTION,9
PERFECT_REVERSIBLE_STRING,ORIGINAL,True,0
PERFECT_REVERSIBLE_STRING,ORIGINAL,True,1
PERFECT_REVERSIBLE_STRING,ORIGINAL,True,2
PERFECT_REVERSIBLE_STRING,ORIGINAL,True,3
PERFECT_REVERSIBLE_STRING,ORIGINAL,True,4
PERFECT_REVERSIBLE_STRING,ORIGINAL,True,5
PERFECT_REVERSIBLE_STRING,ORIGINAL,True,6
PERFECT_REVERSIBLE_STRING,ORIGINAL,True,7
PERFECT_REVERSIBLE_STRING,ORIGINAL,True,8
PERFECT_REVERSIBLE_STRING,ORIGINAL,EXCEPTION,9
MAXIMUM_DIFFERENCE_SUM_ELEMENTS_TWO_ROWS_MATRIX,ORIGINAL,EXCEPTION,0
MAXIMUM_DIFFERENCE_SUM_ELEMENTS_TWO_ROWS_MATRIX,ORIGINAL,EXCEPTION,1
MAXIMUM_DIFFERENCE_SUM_ELEMENTS_TWO_ROWS_MATRIX,ORIGINAL,EXCEPTION,2
MAXIMUM_DIFFERENCE_SUM_ELEMENTS_TWO_ROWS_MATRIX,ORIGINAL,EXCEPTION,3
MAXIMUM_DIFFERENCE_SUM_ELEMENTS_TWO_ROWS_MATRIX,ORIGINAL,EXCEPTION,4
MAXIMUM_DIFFERENCE_SUM_ELEMENTS_TWO_ROWS_MATRIX,ORIGINAL,EXCEPTION,5
MAXIMUM_DIFFERENCE_SUM_ELEMENTS_TWO_ROWS_MATRIX,ORIGINAL,EXCEPTION,6
MAXIMUM_DIFFERENCE_SUM_ELEMENTS_TWO_ROWS_MATRIX,ORIGINAL,EXCEPTION,7
MAXIMUM_DIFFERENCE_SUM_ELEMENTS_TWO_ROWS_MATRIX,ORIGINAL,EXCEPTION,8
MAXIMUM_DIFFERENCE_SUM_ELEMENTS_TWO_ROWS_MATRIX,ORIGINAL,EXCEPTION,9
NUMBER_SUBSTRINGS_STRING,ORIGINAL,78,0
NUMBER_SUBSTRINGS_STRING,ORIGINAL,21,1
NUMBER_SUBSTRINGS_STRING,ORIGINAL,45,2
NUMBER_SUBSTRINGS_STRING,ORIGINAL,66,3
NUMBER_SUBSTRINGS_STRING,ORIGINAL,105,4
NUMBER_SUBSTRINGS_STRING,ORIGINAL,15,5
NUMBER_SUBSTRINGS_STRING,ORIGINAL,105,6
NUMBER_SUBSTRINGS_STRING,ORIGINAL,45,7
