class,mutant,test_index,result_java,result_python,equal_results
MAXIMUM_PRODUCT_INCREASING_SUBSEQUENCE,ORIGINAL,5,1.0,NA,False
MAXIMUM_PRODUCT_INCREASING_SUBSEQUENCE,ORIGINAL,6,330220800.0,NA,False
MAXIMUM_PRODUCT_INCREASING_SUBSEQUENCE,ORIGINAL,7,13234752.0,NA,False
MAXIMUM_PRODUCT_INCREASING_SUBSEQUENCE,ORIGINAL,8,1.0,NA,False
MAXIMUM_PRODUCT_INCREASING_SUBSEQUENCE,ORIGINAL,9,1660843808.0,NA,False
WILDCARD_CHARACTER_MATCHING,ORIGINAL,0,true,NA,False
WILDCARD_CHARACTER_MATCHING,ORIGINAL,1,true,NA,False
WILDCARD_CHARACTER_MATCHING,ORIGINAL,2,false,NA,False
WILDCARD_CHARACTER_MATCHING,ORIGINAL,3,false,NA,False
WILDCARD_CHARACTER_MATCHING,ORIGINAL,4,true,NA,False
WILDCARD_CHARACTER_MATCHING,ORIGINAL,5,false,NA,False
WILDCARD_CHARACTER_MATCHING,ORIGINAL,6,true,NA,False
WILDCARD_CHARACTER_MATCHING,ORIGINAL,7,true,NA,False
WILDCARD_CHARACTER_MATCHING,ORIGINAL,8,true,NA,False
WILDCARD_CHARACTER_MATCHING,ORIGINAL,9,false,NA,False
SEARCHING_ARRAY_ADJACENT_DIFFER_K,ORIGINAL,0,6.0,NA,False
SEARCHING_ARRAY_ADJACENT_DIFFER_K,ORIGINAL,1,-1.0,NA,False
SEARCHING_ARRAY_ADJACENT_DIFFER_K,ORIGINAL,2,-1.0,NA,False
SEARCHING_ARRAY_ADJACENT_DIFFER_K,ORIGINAL,3,-1.0,NA,False
SEARCHING_ARRAY_ADJACENT_DIFFER_K,ORIGINAL,4,-1.0,NA,False
SEARCHING_ARRAY_ADJACENT_DIFFER_K,ORIGINAL,5,-1.0,NA,False
SEARCHING_ARRAY_ADJACENT_DIFFER_K,ORIGINAL,6,-1.0,NA,False
SEARCHING_ARRAY_ADJACENT_DIFFER_K,ORIGINAL,7,-1.0,NA,False
SEARCHING_ARRAY_ADJACENT_DIFFER_K,ORIGINAL,8,-1.0,NA,False
SEARCHING_ARRAY_ADJACENT_DIFFER_K,ORIGINAL,9,0.0,NA,False
NUMBER_UNIQUE_RECTANGLES_FORMED_USING_N_UNIT_SQUARES,ORIGINAL,0,66.0,NA,False
NUMBER_UNIQUE_RECTANGLES_FORMED_USING_N_UNIT_SQUARES,ORIGINAL,1,104.0,NA,False
NUMBER_UNIQUE_RECTANGLES_FORMED_USING_N_UNIT_SQUARES,ORIGINAL,2,83.0,NA,False
NUMBER_UNIQUE_RECTANGLES_FORMED_USING_N_UNIT_SQUARES,ORIGINAL,3,28.0,NA,False
NUMBER_UNIQUE_RECTANGLES_FORMED_USING_N_UNIT_SQUARES,ORIGINAL,4,151.0,NA,False
NUMBER_UNIQUE_RECTANGLES_FORMED_USING_N_UNIT_SQUARES,ORIGINAL,5,76.0,NA,False
NUMBER_UNIQUE_RECTANGLES_FORMED_USING_N_UNIT_SQUARES,ORIGINAL,6,128.0,NA,False
NUMBER_UNIQUE_RECTANGLES_FORMED_USING_N_UNIT_SQUARES,ORIGINAL,7,144.0,NA,False
NUMBER_UNIQUE_RECTANGLES_FORMED_USING_N_UNIT_SQUARES,ORIGINAL,8,135.0,NA,False
NUMBER_UNIQUE_RECTANGLES_FORMED_USING_N_UNIT_SQUARES,ORIGINAL,9,127.0,NA,False
SUM_OF_ALL_ELEMENTS_UP_TO_NTH_ROW_IN_A_PASCALS_TRIANGLE_1,ORIGINAL,0,2097151.0,9007199254740991.0,False
SUM_OF_ALL_ELEMENTS_UP_TO_NTH_ROW_IN_A_PASCALS_TRIANGLE_1,ORIGINAL,1,7.0,7.0,True
SUM_OF_ALL_ELEMENTS_UP_TO_NTH_ROW_IN_A_PASCALS_TRIANGLE_1,ORIGINAL,2,268435455.0,268435455.0,True
SUM_OF_ALL_ELEMENTS_UP_TO_NTH_ROW_IN_A_PASCALS_TRIANGLE_1,ORIGINAL,3,4095.0,17592186044415.0,False
SUM_OF_ALL_ELEMENTS_UP_TO_NTH_ROW_IN_A_PASCALS_TRIANGLE_1,ORIGINAL,4,1048575.0,1.9342813113834067e+25,False
SUM_OF_ALL_ELEMENTS_UP_TO_NTH_ROW_IN_A_PASCALS_TRIANGLE_1,ORIGINAL,5,524287.0,9.671406556917033e+24,False
SUM_OF_ALL_ELEMENTS_UP_TO_NTH_ROW_IN_A_PASCALS_TRIANGLE_1,ORIGINAL,6,16383.0,70368744177663.0,False
SUM_OF_ALL_ELEMENTS_UP_TO_NTH_ROW_IN_A_PASCALS_TRIANGLE_1,ORIGINAL,7,7.0,7.0,True
SUM_OF_ALL_ELEMENTS_UP_TO_NTH_ROW_IN_A_PASCALS_TRIANGLE_1,ORIGINAL,8,65535.0,65535.0,True
SUM_OF_ALL_ELEMENTS_UP_TO_NTH_ROW_IN_A_PASCALS_TRIANGLE_1,ORIGINAL,9,33554431.0,6.189700196426902e+26,False
MINIMUM_CHARACTERS_ADDED_FRONT_MAKE_STRING_PALINDROME,ORIGINAL,0,true,NA,False
MINIMUM_CHARACTERS_ADDED_FRONT_MAKE_STRING_PALINDROME,ORIGINAL,1,false,NA,False
MINIMUM_CHARACTERS_ADDED_FRONT_MAKE_STRING_PALINDROME,ORIGINAL,2,true,NA,False
MINIMUM_CHARACTERS_ADDED_FRONT_MAKE_STRING_PALINDROME,ORIGINAL,3,false,NA,False
MINIMUM_CHARACTERS_ADDED_FRONT_MAKE_STRING_PALINDROME,ORIGINAL,4,false,NA,False
MINIMUM_CHARACTERS_ADDED_FRONT_MAKE_STRING_PALINDROME,ORIGINAL,5,false,NA,False
MINIMUM_CHARACTERS_ADDED_FRONT_MAKE_STRING_PALINDROME,ORIGINAL,6,true,NA,False
MINIMUM_CHARACTERS_ADDED_FRONT_MAKE_STRING_PALINDROME,ORIGINAL,7,false,NA,False
MINIMUM_CHARACTERS_ADDED_FRONT_MAKE_STRING_PALINDROME,ORIGINAL,8,false,NA,False
MINIMUM_CHARACTERS_ADDED_FRONT_MAKE_STRING_PALINDROME,ORIGINAL,9,false,NA,False
FIND_MINIMUM_ELEMENT_IN_A_SORTED_AND_ROTATED_ARRAY,ORIGINAL,0,68.0,68.0,True
FIND_MINIMUM_ELEMENT_IN_A_SORTED_AND_ROTATED_ARRAY,ORIGINAL,1,88.0,88.0,True
FIND_MINIMUM_ELEMENT_IN_A_SORTED_AND_ROTATED_ARRAY,ORIGINAL,2,0.0,0.0,True
FIND_MINIMUM_ELEMENT_IN_A_SORTED_AND_ROTATED_ARRAY,ORIGINAL,3,26.0,26.0,True
FIND_MINIMUM_ELEMENT_IN_A_SORTED_AND_ROTATED_ARRAY,ORIGINAL,4,46.0,46.0,True
FIND_MINIMUM_ELEMENT_IN_A_SORTED_AND_ROTATED_ARRAY,ORIGINAL,5,1.0,1.0,True
FIND_MINIMUM_ELEMENT_IN_A_SORTED_AND_ROTATED_ARRAY,ORIGINAL,6,81.0,81.0,True
FIND_MINIMUM_ELEMENT_IN_A_SORTED_AND_ROTATED_ARRAY,ORIGINAL,7,4.0,4.0,True
FIND_MINIMUM_ELEMENT_IN_A_SORTED_AND_ROTATED_ARRAY,ORIGINAL,8,1.0,1.0,True
FIND_MINIMUM_ELEMENT_IN_A_SORTED_AND_ROTATED_ARRAY,ORIGINAL,9,3.0,3.0,True
CHECK_IF_ALL_THE_ELEMENTS_CAN_BE_MADE_OF_SAME_PARITY_BY_INVERTING_ADJACENT_ELEMENTS,ORIGINAL,0,true,True,True
CHECK_IF_ALL_THE_ELEMENTS_CAN_BE_MADE_OF_SAME_PARITY_BY_INVERTING_ADJACENT_ELEMENTS,ORIGINAL,1,true,True,True
CHECK_IF_ALL_THE_ELEMENTS_CAN_BE_MADE_OF_SAME_PARITY_BY_INVERTING_ADJACENT_ELEMENTS,ORIGINAL,2,false,False,True
CHECK_IF_ALL_THE_ELEMENTS_CAN_BE_MADE_OF_SAME_PARITY_BY_INVERTING_ADJACENT_ELEMENTS,ORIGINAL,3,true,True,True
CHECK_IF_ALL_THE_ELEMENTS_CAN_BE_MADE_OF_SAME_PARITY_BY_INVERTING_ADJACENT_ELEMENTS,ORIGINAL,4,true,True,True
CHECK_IF_ALL_THE_ELEMENTS_CAN_BE_MADE_OF_SAME_PARITY_BY_INVERTING_ADJACENT_ELEMENTS,ORIGINAL,5,true,True,True
CHECK_IF_ALL_THE_ELEMENTS_CAN_BE_MADE_OF_SAME_PARITY_BY_INVERTING_ADJACENT_ELEMENTS,ORIGINAL,6,true,True,True
CHECK_IF_ALL_THE_ELEMENTS_CAN_BE_MADE_OF_SAME_PARITY_BY_INVERTING_ADJACENT_ELEMENTS,ORIGINAL,7,true,True,True
CHECK_IF_ALL_THE_ELEMENTS_CAN_BE_MADE_OF_SAME_PARITY_BY_INVERTING_ADJACENT_ELEMENTS,ORIGINAL,8,true,True,True
CHECK_IF_ALL_THE_ELEMENTS_CAN_BE_MADE_OF_SAME_PARITY_BY_INVERTING_ADJACENT_ELEMENTS,ORIGINAL,9,true,True,True
MAXIMUM_GAMES_PLAYED_WINNER,ORIGINAL,0,8.0,NA,False
MAXIMUM_GAMES_PLAYED_WINNER,ORIGINAL,1,6.0,NA,False
MAXIMUM_GAMES_PLAYED_WINNER,ORIGINAL,2,6.0,NA,False
MAXIMUM_GAMES_PLAYED_WINNER,ORIGINAL,3,6.0,NA,False
MAXIMUM_GAMES_PLAYED_WINNER,ORIGINAL,4,8.0,NA,False
MAXIMUM_GAMES_PLAYED_WINNER,ORIGINAL,5,6.0,NA,False
MAXIMUM_GAMES_PLAYED_WINNER,ORIGINAL,6,7.0,NA,False
MAXIMUM_GAMES_PLAYED_WINNER,ORIGINAL,7,7.0,NA,False
MAXIMUM_GAMES_PLAYED_WINNER,ORIGINAL,8,7.0,NA,False
MAXIMUM_GAMES_PLAYED_WINNER,ORIGINAL,9,9.0,NA,False
K_TH_DIGIT_RAISED_POWER_B,ORIGINAL,0,1.0,NA,False
K_TH_DIGIT_RAISED_POWER_B,ORIGINAL,1,0.0,NA,False
K_TH_DIGIT_RAISED_POWER_B,ORIGINAL,2,6.0,NA,False
K_TH_DIGIT_RAISED_POWER_B,ORIGINAL,3,0.0,NA,False
K_TH_DIGIT_RAISED_POWER_B,ORIGINAL,4,0.0,NA,False
K_TH_DIGIT_RAISED_POWER_B,ORIGINAL,5,0.0,NA,False
K_TH_DIGIT_RAISED_POWER_B,ORIGINAL,6,5.0,NA,False
K_TH_DIGIT_RAISED_POWER_B,ORIGINAL,7,2.0,NA,False
K_TH_DIGIT_RAISED_POWER_B,ORIGINAL,8,2.0,NA,False
K_TH_DIGIT_RAISED_POWER_B,ORIGINAL,9,7.0,NA,False
COUNT_SUM_OF_DIGITS_IN_NUMBERS_FROM_1_TO_N,ORIGINAL,0,165.0,NA,False
COUNT_SUM_OF_DIGITS_IN_NUMBERS_FROM_1_TO_N,ORIGINAL,1,865.0,NA,False
COUNT_SUM_OF_DIGITS_IN_NUMBERS_FROM_1_TO_N,ORIGINAL,2,540.0,NA,False
COUNT_SUM_OF_DIGITS_IN_NUMBERS_FROM_1_TO_N,ORIGINAL,3,667.0,NA,False
COUNT_SUM_OF_DIGITS_IN_NUMBERS_FROM_1_TO_N,ORIGINAL,4,525.0,NA,False
COUNT_SUM_OF_DIGITS_IN_NUMBERS_FROM_1_TO_N,ORIGINAL,5,168.0,NA,False
COUNT_SUM_OF_DIGITS_IN_NUMBERS_FROM_1_TO_N,ORIGINAL,6,667.0,NA,False
COUNT_SUM_OF_DIGITS_IN_NUMBERS_FROM_1_TO_N,ORIGINAL,7,177.0,NA,False
COUNT_SUM_OF_DIGITS_IN_NUMBERS_FROM_1_TO_N,ORIGINAL,8,609.0,NA,False
COUNT_SUM_OF_DIGITS_IN_NUMBERS_FROM_1_TO_N,ORIGINAL,9,240.0,NA,False
CHECK_ARRAY_REPRESENTS_INORDER_BINARY_SEARCH_TREE_NOT,ORIGINAL,0,true,True,True
CHECK_ARRAY_REPRESENTS_INORDER_BINARY_SEARCH_TREE_NOT,ORIGINAL,1,false,False,True
CHECK_ARRAY_REPRESENTS_INORDER_BINARY_SEARCH_TREE_NOT,ORIGINAL,2,true,True,True
CHECK_ARRAY_REPRESENTS_INORDER_BINARY_SEARCH_TREE_NOT,ORIGINAL,3,true,True,True
CHECK_ARRAY_REPRESENTS_INORDER_BINARY_SEARCH_TREE_NOT,ORIGINAL,4,true,True,True
CHECK_ARRAY_REPRESENTS_INORDER_BINARY_SEARCH_TREE_NOT,ORIGINAL,5,false,False,True
CHECK_ARRAY_REPRESENTS_INORDER_BINARY_SEARCH_TREE_NOT,ORIGINAL,6,true,True,True
CHECK_ARRAY_REPRESENTS_INORDER_BINARY_SEARCH_TREE_NOT,ORIGINAL,7,false,False,True
CHECK_ARRAY_REPRESENTS_INORDER_BINARY_SEARCH_TREE_NOT,ORIGINAL,8,true,True,True
CHECK_ARRAY_REPRESENTS_INORDER_BINARY_SEARCH_TREE_NOT,ORIGINAL,9,false,False,True
QUICK_WAY_CHECK_CHARACTERS_STRING,ORIGINAL,0,true,NA,False
QUICK_WAY_CHECK_CHARACTERS_STRING,ORIGINAL,1,true,NA,False
QUICK_WAY_CHECK_CHARACTERS_STRING,ORIGINAL,2,true,NA,False
QUICK_WAY_CHECK_CHARACTERS_STRING,ORIGINAL,3,false,NA,False
QUICK_WAY_CHECK_CHARACTERS_STRING,ORIGINAL,4,false,NA,False
QUICK_WAY_CHECK_CHARACTERS_STRING,ORIGINAL,5,false,NA,False
QUICK_WAY_CHECK_CHARACTERS_STRING,ORIGINAL,6,true,NA,False
QUICK_WAY_CHECK_CHARACTERS_STRING,ORIGINAL,7,true,NA,False
QUICK_WAY_CHECK_CHARACTERS_STRING,ORIGINAL,8,true,NA,False
QUICK_WAY_CHECK_CHARACTERS_STRING,ORIGINAL,9,false,NA,False
PROGRAM_FOR_FACTORIAL_OF_A_NUMBER,ORIGINAL,0,0.0,8.946182130782976e+116,False
PROGRAM_FOR_FACTORIAL_OF_A_NUMBER,ORIGINAL,1,0.0,1.032997848823906e+148,False
PROGRAM_FOR_FACTORIAL_OF_A_NUMBER,ORIGINAL,2,0.0,3.314240134565353e+126,False
PROGRAM_FOR_FACTORIAL_OF_A_NUMBER,ORIGINAL,3,479001600.0,479001600.0,True
PROGRAM_FOR_FACTORIAL_OF_A_NUMBER,ORIGINAL,4,0.0,6.1234458376886085e+103,False
PROGRAM_FOR_FACTORIAL_OF_A_NUMBER,ORIGINAL,5,0.0,3.647111091818868e+94,False
PROGRAM_FOR_FACTORIAL_OF_A_NUMBER,ORIGINAL,6,0.0,4.753643337012842e+122,False
PROGRAM_FOR_FACTORIAL_OF_A_NUMBER,ORIGINAL,7,1278945280.0,87178291200.0,False
PROGRAM_FOR_FACTORIAL_OF_A_NUMBER,ORIGINAL,8,2.0,2.0,True
PROGRAM_FOR_FACTORIAL_OF_A_NUMBER,ORIGINAL,9,0.0,1.711224524281413e+98,False
CHECK_GIVEN_STRING_ROTATION_PALINDROME,ORIGINAL,0,true,True,True
CHECK_GIVEN_STRING_ROTATION_PALINDROME,ORIGINAL,1,false,True,False
CHECK_GIVEN_STRING_ROTATION_PALINDROME,ORIGINAL,2,true,True,True
CHECK_GIVEN_STRING_ROTATION_PALINDROME,ORIGINAL,3,false,True,False
CHECK_GIVEN_STRING_ROTATION_PALINDROME,ORIGINAL,4,false,True,False
CHECK_GIVEN_STRING_ROTATION_PALINDROME,ORIGINAL,5,false,True,False
CHECK_GIVEN_STRING_ROTATION_PALINDROME,ORIGINAL,6,true,True,True
CHECK_GIVEN_STRING_ROTATION_PALINDROME,ORIGINAL,7,false,True,False
CHECK_GIVEN_STRING_ROTATION_PALINDROME,ORIGINAL,8,false,True,False
CHECK_GIVEN_STRING_ROTATION_PALINDROME,ORIGINAL,9,false,True,False
LONGEST_COMMON_SUBSTRING,ORIGINAL,0,1.0,NA,False
LONGEST_COMMON_SUBSTRING,ORIGINAL,1,3.0,NA,False
LONGEST_COMMON_SUBSTRING,ORIGINAL,2,29.0,NA,False
LONGEST_COMMON_SUBSTRING,ORIGINAL,3,1.0,NA,False
LONGEST_COMMON_SUBSTRING,ORIGINAL,4,1.0,NA,False
LONGEST_COMMON_SUBSTRING,ORIGINAL,5,1.0,NA,False
LONGEST_COMMON_SUBSTRING,ORIGINAL,6,3.0,NA,False
LONGEST_COMMON_SUBSTRING,ORIGINAL,7,2.0,NA,False
LONGEST_COMMON_SUBSTRING,ORIGINAL,8,7.0,NA,False
LONGEST_COMMON_SUBSTRING,ORIGINAL,9,1.0,NA,False
MINIMIZE_SUM_PRODUCT_TWO_ARRAYS_PERMUTATIONS_ALLOWED,ORIGINAL,0,558.0,NA,False
MINIMIZE_SUM_PRODUCT_TWO_ARRAYS_PERMUTATIONS_ALLOWED,ORIGINAL,1,1792.0,NA,False
MINIMIZE_SUM_PRODUCT_TWO_ARRAYS_PERMUTATIONS_ALLOWED,ORIGINAL,2,1.0,NA,False
MINIMIZE_SUM_PRODUCT_TWO_ARRAYS_PERMUTATIONS_ALLOWED,ORIGINAL,3,1630.0,NA,False
MINIMIZE_SUM_PRODUCT_TWO_ARRAYS_PERMUTATIONS_ALLOWED,ORIGINAL,4,-14428.0,NA,False
MINIMIZE_SUM_PRODUCT_TWO_ARRAYS_PERMUTATIONS_ALLOWED,ORIGINAL,5,0.0,NA,False
MINIMIZE_SUM_PRODUCT_TWO_ARRAYS_PERMUTATIONS_ALLOWED,ORIGINAL,6,19298.0,NA,False
MINIMIZE_SUM_PRODUCT_TWO_ARRAYS_PERMUTATIONS_ALLOWED,ORIGINAL,7,1504.0,NA,False
MINIMIZE_SUM_PRODUCT_TWO_ARRAYS_PERMUTATIONS_ALLOWED,ORIGINAL,8,0.0,NA,False
MINIMIZE_SUM_PRODUCT_TWO_ARRAYS_PERMUTATIONS_ALLOWED,ORIGINAL,9,7974.0,NA,False
COUNT_WAYS_BUILD_STREET_GIVEN_CONSTRAINTS,ORIGINAL,0,-8.33248496769923e+18,NA,False
COUNT_WAYS_BUILD_STREET_GIVEN_CONSTRAINTS,ORIGINAL,1,-8.436529755138918e+18,NA,False
COUNT_WAYS_BUILD_STREET_GIVEN_CONSTRAINTS,ORIGINAL,2,5.608832401712714e+18,NA,False
COUNT_WAYS_BUILD_STREET_GIVEN_CONSTRAINTS,ORIGINAL,3,-4.0235432039582264e+18,NA,False
COUNT_WAYS_BUILD_STREET_GIVEN_CONSTRAINTS,ORIGINAL,4,-7.75886686626318e+18,NA,False
COUNT_WAYS_BUILD_STREET_GIVEN_CONSTRAINTS,ORIGINAL,5,2.8508776935098644e+18,NA,False
COUNT_WAYS_BUILD_STREET_GIVEN_CONSTRAINTS,ORIGINAL,6,8.25137691657807e+16,NA,False
COUNT_WAYS_BUILD_STREET_GIVEN_CONSTRAINTS,ORIGINAL,7,54608393.0,NA,False
COUNT_WAYS_BUILD_STREET_GIVEN_CONSTRAINTS,ORIGINAL,8,-1.4832989133809787e+18,NA,False
COUNT_WAYS_BUILD_STREET_GIVEN_CONSTRAINTS,ORIGINAL,9,3.0,NA,False
NUMBER_SUBSTRINGS_DIVISIBLE_4_STRING_INTEGERS,ORIGINAL,0,0.0,NA,False
NUMBER_SUBSTRINGS_DIVISIBLE_4_STRING_INTEGERS,ORIGINAL,1,16.0,NA,False
NUMBER_SUBSTRINGS_DIVISIBLE_4_STRING_INTEGERS,ORIGINAL,2,10.0,NA,False
NUMBER_SUBSTRINGS_DIVISIBLE_4_STRING_INTEGERS,ORIGINAL,3,11.0,NA,False
NUMBER_SUBSTRINGS_DIVISIBLE_4_STRING_INTEGERS,ORIGINAL,4,1.0,NA,False
NUMBER_SUBSTRINGS_DIVISIBLE_4_STRING_INTEGERS,ORIGINAL,5,1.0,NA,False
NUMBER_SUBSTRINGS_DIVISIBLE_4_STRING_INTEGERS,ORIGINAL,6,6.0,NA,False
NUMBER_SUBSTRINGS_DIVISIBLE_4_STRING_INTEGERS,ORIGINAL,7,11.0,NA,False
NUMBER_SUBSTRINGS_DIVISIBLE_4_STRING_INTEGERS,ORIGINAL,8,0.0,NA,False
NUMBER_SUBSTRINGS_DIVISIBLE_4_STRING_INTEGERS,ORIGINAL,9,21.0,NA,False
MINIMUM_SUM_TWO_NUMBERS_FORMED_DIGITS_ARRAY,ORIGINAL,0,-111478461.0,NA,False
MINIMUM_SUM_TWO_NUMBERS_FORMED_DIGITS_ARRAY,ORIGINAL,1,-1044025100.0,NA,False
MINIMUM_SUM_TWO_NUMBERS_FORMED_DIGITS_ARRAY,ORIGINAL,2,1222222.0,NA,False
MINIMUM_SUM_TWO_NUMBERS_FORMED_DIGITS_ARRAY,ORIGINAL,3,45.0,NA,False
MINIMUM_SUM_TWO_NUMBERS_FORMED_DIGITS_ARRAY,ORIGINAL,4,-10095534.0,NA,False
MINIMUM_SUM_TWO_NUMBERS_FORMED_DIGITS_ARRAY,ORIGINAL,5,122222.0,NA,False
MINIMUM_SUM_TWO_NUMBERS_FORMED_DIGITS_ARRAY,ORIGINAL,6,615688689.0,NA,False
MINIMUM_SUM_TWO_NUMBERS_FORMED_DIGITS_ARRAY,ORIGINAL,7,934282608.0,NA,False
MINIMUM_SUM_TWO_NUMBERS_FORMED_DIGITS_ARRAY,ORIGINAL,8,0.0,NA,False
MINIMUM_SUM_TWO_NUMBERS_FORMED_DIGITS_ARRAY,ORIGINAL,9,940207207.0,NA,False
DETECT_IF_TWO_INTEGERS_HAVE_OPPOSITE_SIGNS,ORIGINAL,0,true,True,True
DETECT_IF_TWO_INTEGERS_HAVE_OPPOSITE_SIGNS,ORIGINAL,1,false,False,True
DETECT_IF_TWO_INTEGERS_HAVE_OPPOSITE_SIGNS,ORIGINAL,2,true,True,True
DETECT_IF_TWO_INTEGERS_HAVE_OPPOSITE_SIGNS,ORIGINAL,3,true,True,True
DETECT_IF_TWO_INTEGERS_HAVE_OPPOSITE_SIGNS,ORIGINAL,4,true,True,True
DETECT_IF_TWO_INTEGERS_HAVE_OPPOSITE_SIGNS,ORIGINAL,5,false,False,True
DETECT_IF_TWO_INTEGERS_HAVE_OPPOSITE_SIGNS,ORIGINAL,6,false,False,True
DETECT_IF_TWO_INTEGERS_HAVE_OPPOSITE_SIGNS,ORIGINAL,7,true,True,True
DETECT_IF_TWO_INTEGERS_HAVE_OPPOSITE_SIGNS,ORIGINAL,8,true,True,True
DETECT_IF_TWO_INTEGERS_HAVE_OPPOSITE_SIGNS,ORIGINAL,9,false,False,True
SEARCH_INSERT_AND_DELETE_IN_A_SORTED_ARRAY_1,ORIGINAL,0,0.0,0.0,True
SEARCH_INSERT_AND_DELETE_IN_A_SORTED_ARRAY_1,ORIGINAL,1,7.0,7.0,True
SEARCH_INSERT_AND_DELETE_IN_A_SORTED_ARRAY_1,ORIGINAL,2,13.0,13.0,True
SEARCH_INSERT_AND_DELETE_IN_A_SORTED_ARRAY_1,ORIGINAL,3,21.0,21.0,True
SEARCH_INSERT_AND_DELETE_IN_A_SORTED_ARRAY_1,ORIGINAL,4,30.0,30.0,True
SEARCH_INSERT_AND_DELETE_IN_A_SORTED_ARRAY_1,ORIGINAL,5,12.0,12.0,True
SEARCH_INSERT_AND_DELETE_IN_A_SORTED_ARRAY_1,ORIGINAL,6,13.0,13.0,True
SEARCH_INSERT_AND_DELETE_IN_A_SORTED_ARRAY_1,ORIGINAL,7,38.0,38.0,True
SEARCH_INSERT_AND_DELETE_IN_A_SORTED_ARRAY_1,ORIGINAL,8,3.0,3.0,True
SEARCH_INSERT_AND_DELETE_IN_A_SORTED_ARRAY_1,ORIGINAL,9,24.0,24.0,True
CHECK_WHETHER_TWO_STRINGS_ARE_ANAGRAM_OF_EACH_OTHER,ORIGINAL,0,true,NA,False
CHECK_WHETHER_TWO_STRINGS_ARE_ANAGRAM_OF_EACH_OTHER,ORIGINAL,1,true,NA,False
CHECK_WHETHER_TWO_STRINGS_ARE_ANAGRAM_OF_EACH_OTHER,ORIGINAL,2,false,NA,False
CHECK_WHETHER_TWO_STRINGS_ARE_ANAGRAM_OF_EACH_OTHER,ORIGINAL,3,true,NA,False
CHECK_WHETHER_TWO_STRINGS_ARE_ANAGRAM_OF_EACH_OTHER,ORIGINAL,4,false,NA,False
CHECK_WHETHER_TWO_STRINGS_ARE_ANAGRAM_OF_EACH_OTHER,ORIGINAL,5,false,NA,False
CHECK_WHETHER_TWO_STRINGS_ARE_ANAGRAM_OF_EACH_OTHER,ORIGINAL,6,false,NA,False
CHECK_WHETHER_TWO_STRINGS_ARE_ANAGRAM_OF_EACH_OTHER,ORIGINAL,7,false,NA,False
CHECK_WHETHER_TWO_STRINGS_ARE_ANAGRAM_OF_EACH_OTHER,ORIGINAL,8,false,NA,False
CHECK_WHETHER_TWO_STRINGS_ARE_ANAGRAM_OF_EACH_OTHER,ORIGINAL,9,false,NA,False
FIND_REPEATED_CHARACTER_PRESENT_FIRST_STRING,ORIGINAL,0,-1.0,NA,False
FIND_REPEATED_CHARACTER_PRESENT_FIRST_STRING,ORIGINAL,1,0.0,NA,False
FIND_REPEATED_CHARACTER_PRESENT_FIRST_STRING,ORIGINAL,2,0.0,NA,False
FIND_REPEATED_CHARACTER_PRESENT_FIRST_STRING,ORIGINAL,3,0.0,NA,False
FIND_REPEATED_CHARACTER_PRESENT_FIRST_STRING,ORIGINAL,4,0.0,NA,False
FIND_REPEATED_CHARACTER_PRESENT_FIRST_STRING,ORIGINAL,5,0.0,NA,False
FIND_REPEATED_CHARACTER_PRESENT_FIRST_STRING,ORIGINAL,6,-1.0,NA,False
FIND_REPEATED_CHARACTER_PRESENT_FIRST_STRING,ORIGINAL,7,0.0,NA,False
FIND_REPEATED_CHARACTER_PRESENT_FIRST_STRING,ORIGINAL,8,0.0,NA,False
FIND_REPEATED_CHARACTER_PRESENT_FIRST_STRING,ORIGINAL,9,1.0,NA,False
MINIMUM_FLIP_REQUIRED_MAKE_BINARY_MATRIX_SYMMETRIC_1,ORIGINAL,0,27.0,NA,False
MINIMUM_FLIP_REQUIRED_MAKE_BINARY_MATRIX_SYMMETRIC_1,ORIGINAL,1,15.0,NA,False
MINIMUM_FLIP_REQUIRED_MAKE_BINARY_MATRIX_SYMMETRIC_1,ORIGINAL,2,340.0,NA,False
MINIMUM_FLIP_REQUIRED_MAKE_BINARY_MATRIX_SYMMETRIC_1,ORIGINAL,3,21.0,NA,False
MINIMUM_FLIP_REQUIRED_MAKE_BINARY_MATRIX_SYMMETRIC_1,ORIGINAL,4,55.0,NA,False
MINIMUM_FLIP_REQUIRED_MAKE_BINARY_MATRIX_SYMMETRIC_1,ORIGINAL,5,46.0,NA,False
MINIMUM_FLIP_REQUIRED_MAKE_BINARY_MATRIX_SYMMETRIC_1,ORIGINAL,6,230.0,NA,False
MINIMUM_FLIP_REQUIRED_MAKE_BINARY_MATRIX_SYMMETRIC_1,ORIGINAL,7,0.0,NA,False
MINIMUM_FLIP_REQUIRED_MAKE_BINARY_MATRIX_SYMMETRIC_1,ORIGINAL,8,340.0,NA,False
MINIMUM_FLIP_REQUIRED_MAKE_BINARY_MATRIX_SYMMETRIC_1,ORIGINAL,9,432.0,NA,False
FIND_SUM_MODULO_K_FIRST_N_NATURAL_NUMBER,ORIGINAL,0,21.0,21.0,True
FIND_SUM_MODULO_K_FIRST_N_NATURAL_NUMBER,ORIGINAL,1,666.0,666.0,True
FIND_SUM_MODULO_K_FIRST_N_NATURAL_NUMBER,ORIGINAL,2,876.0,876.0,True
FIND_SUM_MODULO_K_FIRST_N_NATURAL_NUMBER,ORIGINAL,3,0.0,0.0,True
