class,mutant,result,test_index
GIVEN_A_SORTED_AND_ROTATED_ARRAY_FIND_IF_THERE_IS_A_PAIR_WITH_A_GIVEN_SUM_1,ORIGINAL,0.0,8
GIVEN_A_SORTED_AND_ROTATED_ARRAY_FIND_IF_THERE_IS_A_PAIR_WITH_A_GIVEN_SUM_1,ORIGINAL,0.0,9
ARRAY_ELEMENT_MOVED_K_USING_SINGLE_MOVES,ORIGINAL,33.0,0
ARRAY_ELEMENT_MOVED_K_USING_SINGLE_MOVES,ORIGINAL,14.0,1
ARRAY_ELEMENT_MOVED_K_USING_SINGLE_MOVES,ORIGINAL,7.0,2
ARRAY_ELEMENT_MOVED_K_USING_SINGLE_MOVES,ORIGINAL,4.0,3
ARRAY_ELEMENT_MOVED_K_USING_SINGLE_MOVES,ORIGINAL,64.0,4
ARRAY_ELEMENT_MOVED_K_USING_SINGLE_MOVES,ORIGINAL,1.0,5
ARRAY_ELEMENT_MOVED_K_USING_SINGLE_MOVES,ORIGINAL,14.0,6
ARRAY_ELEMENT_MOVED_K_USING_SINGLE_MOVES,ORIGINAL,26.0,7
ARRAY_ELEMENT_MOVED_K_USING_SINGLE_MOVES,ORIGINAL,1.0,8
ARRAY_ELEMENT_MOVED_K_USING_SINGLE_MOVES,ORIGINAL,1.0,9
CEILING_IN_A_SORTED_ARRAY,ORIGINAL,28.0,0
CEILING_IN_A_SORTED_ARRAY,ORIGINAL,36.0,1
CEILING_IN_A_SORTED_ARRAY,ORIGINAL,-1.0,2
CEILING_IN_A_SORTED_ARRAY,ORIGINAL,23.0,3
CEILING_IN_A_SORTED_ARRAY,ORIGINAL,9.0,4
CEILING_IN_A_SORTED_ARRAY,ORIGINAL,-1.0,5
CEILING_IN_A_SORTED_ARRAY,ORIGINAL,9.0,6
CEILING_IN_A_SORTED_ARRAY,ORIGINAL,-1.0,7
CEILING_IN_A_SORTED_ARRAY,ORIGINAL,-1.0,8
CEILING_IN_A_SORTED_ARRAY,ORIGINAL,46.0,9
COUNT_DERANGEMENTS_PERMUTATION_SUCH_THAT_NO_ELEMENT_APPEARS_IN_ITS_ORIGINAL_POSITION_1,ORIGINAL,200376937.0,0
COUNT_DERANGEMENTS_PERMUTATION_SUCH_THAT_NO_ELEMENT_APPEARS_IN_ITS_ORIGINAL_POSITION_1,ORIGINAL,762167562.0,1
COUNT_DERANGEMENTS_PERMUTATION_SUCH_THAT_NO_ELEMENT_APPEARS_IN_ITS_ORIGINAL_POSITION_1,ORIGINAL,1462362336.0,2
COUNT_DERANGEMENTS_PERMUTATION_SUCH_THAT_NO_ELEMENT_APPEARS_IN_ITS_ORIGINAL_POSITION_1,ORIGINAL,1345305236.0,3
COUNT_DERANGEMENTS_PERMUTATION_SUCH_THAT_NO_ELEMENT_APPEARS_IN_ITS_ORIGINAL_POSITION_1,ORIGINAL,1707483409.0,4
COUNT_DERANGEMENTS_PERMUTATION_SUCH_THAT_NO_ELEMENT_APPEARS_IN_ITS_ORIGINAL_POSITION_1,ORIGINAL,-603049558.0,5
COUNT_DERANGEMENTS_PERMUTATION_SUCH_THAT_NO_ELEMENT_APPEARS_IN_ITS_ORIGINAL_POSITION_1,ORIGINAL,778776529.0,6
COUNT_DERANGEMENTS_PERMUTATION_SUCH_THAT_NO_ELEMENT_APPEARS_IN_ITS_ORIGINAL_POSITION_1,ORIGINAL,-1111417768.0,7
COUNT_DERANGEMENTS_PERMUTATION_SUCH_THAT_NO_ELEMENT_APPEARS_IN_ITS_ORIGINAL_POSITION_1,ORIGINAL,-1775828343.0,8
COUNT_DERANGEMENTS_PERMUTATION_SUCH_THAT_NO_ELEMENT_APPEARS_IN_ITS_ORIGINAL_POSITION_1,ORIGINAL,-469807450.0,9
COMPOSITE_NUMBER,ORIGINAL,true,0
COMPOSITE_NUMBER,ORIGINAL,false,1
COMPOSITE_NUMBER,ORIGINAL,false,2
COMPOSITE_NUMBER,ORIGINAL,true,3
COMPOSITE_NUMBER,ORIGINAL,true,4
COMPOSITE_NUMBER,ORIGINAL,true,5
COMPOSITE_NUMBER,ORIGINAL,true,6
COMPOSITE_NUMBER,ORIGINAL,false,7
COMPOSITE_NUMBER,ORIGINAL,true,8
COMPOSITE_NUMBER,ORIGINAL,true,9
TEMPLE_OFFERINGS,ORIGINAL,78.0,0
TEMPLE_OFFERINGS,ORIGINAL,92.0,1
TEMPLE_OFFERINGS,ORIGINAL,17.0,2
TEMPLE_OFFERINGS,ORIGINAL,15.0,3
TEMPLE_OFFERINGS,ORIGINAL,0.0,4
TEMPLE_OFFERINGS,ORIGINAL,50.0,5
TEMPLE_OFFERINGS,ORIGINAL,106.0,6
TEMPLE_OFFERINGS,ORIGINAL,16.0,7
TEMPLE_OFFERINGS,ORIGINAL,19.0,8
TEMPLE_OFFERINGS,ORIGINAL,64.0,9
MAXIMUM_SUBARRAY_SUM_USING_PREFIX_SUM,ORIGINAL,633.0,0
MAXIMUM_SUBARRAY_SUM_USING_PREFIX_SUM,ORIGINAL,114.0,1
MAXIMUM_SUBARRAY_SUM_USING_PREFIX_SUM,ORIGINAL,8.0,2
MAXIMUM_SUBARRAY_SUM_USING_PREFIX_SUM,ORIGINAL,999.0,3
MAXIMUM_SUBARRAY_SUM_USING_PREFIX_SUM,ORIGINAL,-24.0,4
MAXIMUM_SUBARRAY_SUM_USING_PREFIX_SUM,ORIGINAL,7.0,5
MAXIMUM_SUBARRAY_SUM_USING_PREFIX_SUM,ORIGINAL,811.0,6
MAXIMUM_SUBARRAY_SUM_USING_PREFIX_SUM,ORIGINAL,204.0,7
MAXIMUM_SUBARRAY_SUM_USING_PREFIX_SUM,ORIGINAL,0.0,8
MAXIMUM_SUBARRAY_SUM_USING_PREFIX_SUM,ORIGINAL,1971.0,9
LARGEST_SUBARRAY_WITH_EQUAL_NUMBER_OF_0S_AND_1S,ORIGINAL,-1.0,0
LARGEST_SUBARRAY_WITH_EQUAL_NUMBER_OF_0S_AND_1S,ORIGINAL,-1.0,1
LARGEST_SUBARRAY_WITH_EQUAL_NUMBER_OF_0S_AND_1S,ORIGINAL,-1.0,2
LARGEST_SUBARRAY_WITH_EQUAL_NUMBER_OF_0S_AND_1S,ORIGINAL,-1.0,3
LARGEST_SUBARRAY_WITH_EQUAL_NUMBER_OF_0S_AND_1S,ORIGINAL,-1.0,4
LARGEST_SUBARRAY_WITH_EQUAL_NUMBER_OF_0S_AND_1S,ORIGINAL,-1.0,5
LARGEST_SUBARRAY_WITH_EQUAL_NUMBER_OF_0S_AND_1S,ORIGINAL,-1.0,6
LARGEST_SUBARRAY_WITH_EQUAL_NUMBER_OF_0S_AND_1S,ORIGINAL,-1.0,7
LARGEST_SUBARRAY_WITH_EQUAL_NUMBER_OF_0S_AND_1S,ORIGINAL,-1.0,8
LARGEST_SUBARRAY_WITH_EQUAL_NUMBER_OF_0S_AND_1S,ORIGINAL,-1.0,9
LCS_FORMED_CONSECUTIVE_SEGMENTS_LEAST_LENGTH_K,ORIGINAL,8.0,0
LCS_FORMED_CONSECUTIVE_SEGMENTS_LEAST_LENGTH_K,ORIGINAL,2.0,1
LCS_FORMED_CONSECUTIVE_SEGMENTS_LEAST_LENGTH_K,ORIGINAL,7.0,2
LCS_FORMED_CONSECUTIVE_SEGMENTS_LEAST_LENGTH_K,ORIGINAL,5.0,3
LCS_FORMED_CONSECUTIVE_SEGMENTS_LEAST_LENGTH_K,ORIGINAL,0.0,4
LCS_FORMED_CONSECUTIVE_SEGMENTS_LEAST_LENGTH_K,ORIGINAL,5.0,5
LCS_FORMED_CONSECUTIVE_SEGMENTS_LEAST_LENGTH_K,ORIGINAL,4.0,6
LCS_FORMED_CONSECUTIVE_SEGMENTS_LEAST_LENGTH_K,ORIGINAL,3.0,7
LCS_FORMED_CONSECUTIVE_SEGMENTS_LEAST_LENGTH_K,ORIGINAL,3.0,8
LCS_FORMED_CONSECUTIVE_SEGMENTS_LEAST_LENGTH_K,ORIGINAL,0.0,9
WRITE_ONE_LINE_C_FUNCTION_TO_FIND_WHETHER_A_NO_IS_POWER_OF_TWO,ORIGINAL,true,0
WRITE_ONE_LINE_C_FUNCTION_TO_FIND_WHETHER_A_NO_IS_POWER_OF_TWO,ORIGINAL,true,1
WRITE_ONE_LINE_C_FUNCTION_TO_FIND_WHETHER_A_NO_IS_POWER_OF_TWO,ORIGINAL,true,2
WRITE_ONE_LINE_C_FUNCTION_TO_FIND_WHETHER_A_NO_IS_POWER_OF_TWO,ORIGINAL,true,3
WRITE_ONE_LINE_C_FUNCTION_TO_FIND_WHETHER_A_NO_IS_POWER_OF_TWO,ORIGINAL,false,4
WRITE_ONE_LINE_C_FUNCTION_TO_FIND_WHETHER_A_NO_IS_POWER_OF_TWO,ORIGINAL,false,5
WRITE_ONE_LINE_C_FUNCTION_TO_FIND_WHETHER_A_NO_IS_POWER_OF_TWO,ORIGINAL,false,6
WRITE_ONE_LINE_C_FUNCTION_TO_FIND_WHETHER_A_NO_IS_POWER_OF_TWO,ORIGINAL,false,7
WRITE_ONE_LINE_C_FUNCTION_TO_FIND_WHETHER_A_NO_IS_POWER_OF_TWO,ORIGINAL,false,8
WRITE_ONE_LINE_C_FUNCTION_TO_FIND_WHETHER_A_NO_IS_POWER_OF_TWO,ORIGINAL,false,9
CHECK_STRING_CAN_OBTAINED_ROTATING_ANOTHER_STRING_2_PLACES,ORIGINAL,true,0
CHECK_STRING_CAN_OBTAINED_ROTATING_ANOTHER_STRING_2_PLACES,ORIGINAL,true,1
CHECK_STRING_CAN_OBTAINED_ROTATING_ANOTHER_STRING_2_PLACES,ORIGINAL,false,2
CHECK_STRING_CAN_OBTAINED_ROTATING_ANOTHER_STRING_2_PLACES,ORIGINAL,true,3
CHECK_STRING_CAN_OBTAINED_ROTATING_ANOTHER_STRING_2_PLACES,ORIGINAL,false,4
CHECK_STRING_CAN_OBTAINED_ROTATING_ANOTHER_STRING_2_PLACES,ORIGINAL,false,5
CHECK_STRING_CAN_OBTAINED_ROTATING_ANOTHER_STRING_2_PLACES,ORIGINAL,false,6
CHECK_STRING_CAN_OBTAINED_ROTATING_ANOTHER_STRING_2_PLACES,ORIGINAL,false,7
CHECK_STRING_CAN_OBTAINED_ROTATING_ANOTHER_STRING_2_PLACES,ORIGINAL,false,8
CHECK_STRING_CAN_OBTAINED_ROTATING_ANOTHER_STRING_2_PLACES,ORIGINAL,false,9
COUNT_NUMBER_OF_WAYS_TO_FILL_A_N_X_4_GRID_USING_1_X_4_TILES,ORIGINAL,188941273.0,0
COUNT_NUMBER_OF_WAYS_TO_FILL_A_N_X_4_GRID_USING_1_X_4_TILES,ORIGINAL,657.0,1
COUNT_NUMBER_OF_WAYS_TO_FILL_A_N_X_4_GRID_USING_1_X_4_TILES,ORIGINAL,685792227.0,2
COUNT_NUMBER_OF_WAYS_TO_FILL_A_N_X_4_GRID_USING_1_X_4_TILES,ORIGINAL,52054840.0,3
COUNT_NUMBER_OF_WAYS_TO_FILL_A_N_X_4_GRID_USING_1_X_4_TILES,ORIGINAL,59864.0,4
COUNT_NUMBER_OF_WAYS_TO_FILL_A_N_X_4_GRID_USING_1_X_4_TILES,ORIGINAL,1728.0,5
COUNT_NUMBER_OF_WAYS_TO_FILL_A_N_X_4_GRID_USING_1_X_4_TILES,ORIGINAL,95.0,6
COUNT_NUMBER_OF_WAYS_TO_FILL_A_N_X_4_GRID_USING_1_X_4_TILES,ORIGINAL,2385.0,7
COUNT_NUMBER_OF_WAYS_TO_FILL_A_N_X_4_GRID_USING_1_X_4_TILES,ORIGINAL,522985205.0,8
COUNT_NUMBER_OF_WAYS_TO_FILL_A_N_X_4_GRID_USING_1_X_4_TILES,ORIGINAL,3.0,9
MINIMUM_STEPS_TO_DELETE_A_STRING_AFTER_REPEATED_DELETION_OF_PALINDROME_SUBSTRINGS,ORIGINAL,8.0,0
MINIMUM_STEPS_TO_DELETE_A_STRING_AFTER_REPEATED_DELETION_OF_PALINDROME_SUBSTRINGS,ORIGINAL,7.0,1
MINIMUM_STEPS_TO_DELETE_A_STRING_AFTER_REPEATED_DELETION_OF_PALINDROME_SUBSTRINGS,ORIGINAL,3.0,2
MINIMUM_STEPS_TO_DELETE_A_STRING_AFTER_REPEATED_DELETION_OF_PALINDROME_SUBSTRINGS,ORIGINAL,7.0,3
MINIMUM_STEPS_TO_DELETE_A_STRING_AFTER_REPEATED_DELETION_OF_PALINDROME_SUBSTRINGS,ORIGINAL,5.0,4
MINIMUM_STEPS_TO_DELETE_A_STRING_AFTER_REPEATED_DELETION_OF_PALINDROME_SUBSTRINGS,ORIGINAL,2.0,5
MINIMUM_STEPS_TO_DELETE_A_STRING_AFTER_REPEATED_DELETION_OF_PALINDROME_SUBSTRINGS,ORIGINAL,6.0,6
MINIMUM_STEPS_TO_DELETE_A_STRING_AFTER_REPEATED_DELETION_OF_PALINDROME_SUBSTRINGS,ORIGINAL,7.0,7
MINIMUM_STEPS_TO_DELETE_A_STRING_AFTER_REPEATED_DELETION_OF_PALINDROME_SUBSTRINGS,ORIGINAL,2.0,8
MINIMUM_STEPS_TO_DELETE_A_STRING_AFTER_REPEATED_DELETION_OF_PALINDROME_SUBSTRINGS,ORIGINAL,2.0,9
MAXIMUM_PRODUCT_INCREASING_SUBSEQUENCE,ORIGINAL,1354791808.0,0
MAXIMUM_PRODUCT_INCREASING_SUBSEQUENCE,ORIGINAL,1747068960.0,1
MAXIMUM_PRODUCT_INCREASING_SUBSEQUENCE,ORIGINAL,0.0,2
MAXIMUM_PRODUCT_INCREASING_SUBSEQUENCE,ORIGINAL,139090380.0,3
MAXIMUM_PRODUCT_INCREASING_SUBSEQUENCE,ORIGINAL,233902080.0,4
MAXIMUM_PRODUCT_INCREASING_SUBSEQUENCE,ORIGINAL,1.0,5
MAXIMUM_PRODUCT_INCREASING_SUBSEQUENCE,ORIGINAL,330220800.0,6
MAXIMUM_PRODUCT_INCREASING_SUBSEQUENCE,ORIGINAL,13234752.0,7
MAXIMUM_PRODUCT_INCREASING_SUBSEQUENCE,ORIGINAL,1.0,8
MAXIMUM_PRODUCT_INCREASING_SUBSEQUENCE,ORIGINAL,1660843808.0,9
WILDCARD_CHARACTER_MATCHING,ORIGINAL,true,0
WILDCARD_CHARACTER_MATCHING,ORIGINAL,true,1
WILDCARD_CHARACTER_MATCHING,ORIGINAL,false,2
WILDCARD_CHARACTER_MATCHING,ORIGINAL,false,3
WILDCARD_CHARACTER_MATCHING,ORIGINAL,true,4
WILDCARD_CHARACTER_MATCHING,ORIGINAL,false,5
WILDCARD_CHARACTER_MATCHING,ORIGINAL,true,6
WILDCARD_CHARACTER_MATCHING,ORIGINAL,true,7
WILDCARD_CHARACTER_MATCHING,ORIGINAL,true,8
WILDCARD_CHARACTER_MATCHING,ORIGINAL,false,9
SEARCHING_ARRAY_ADJACENT_DIFFER_K,ORIGINAL,6.0,0
SEARCHING_ARRAY_ADJACENT_DIFFER_K,ORIGINAL,-1.0,1
SEARCHING_ARRAY_ADJACENT_DIFFER_K,ORIGINAL,-1.0,2
SEARCHING_ARRAY_ADJACENT_DIFFER_K,ORIGINAL,-1.0,3
SEARCHING_ARRAY_ADJACENT_DIFFER_K,ORIGINAL,-1.0,4
SEARCHING_ARRAY_ADJACENT_DIFFER_K,ORIGINAL,-1.0,5
SEARCHING_ARRAY_ADJACENT_DIFFER_K,ORIGINAL,-1.0,6
SEARCHING_ARRAY_ADJACENT_DIFFER_K,ORIGINAL,-1.0,7
SEARCHING_ARRAY_ADJACENT_DIFFER_K,ORIGINAL,-1.0,8
SEARCHING_ARRAY_ADJACENT_DIFFER_K,ORIGINAL,0.0,9
NUMBER_UNIQUE_RECTANGLES_FORMED_USING_N_UNIT_SQUARES,ORIGINAL,66.0,0
NUMBER_UNIQUE_RECTANGLES_FORMED_USING_N_UNIT_SQUARES,ORIGINAL,104.0,1
NUMBER_UNIQUE_RECTANGLES_FORMED_USING_N_UNIT_SQUARES,ORIGINAL,83.0,2
NUMBER_UNIQUE_RECTANGLES_FORMED_USING_N_UNIT_SQUARES,ORIGINAL,28.0,3
NUMBER_UNIQUE_RECTANGLES_FORMED_USING_N_UNIT_SQUARES,ORIGINAL,151.0,4
NUMBER_UNIQUE_RECTANGLES_FORMED_USING_N_UNIT_SQUARES,ORIGINAL,76.0,5
NUMBER_UNIQUE_RECTANGLES_FORMED_USING_N_UNIT_SQUARES,ORIGINAL,128.0,6
NUMBER_UNIQUE_RECTANGLES_FORMED_USING_N_UNIT_SQUARES,ORIGINAL,144.0,7
NUMBER_UNIQUE_RECTANGLES_FORMED_USING_N_UNIT_SQUARES,ORIGINAL,135.0,8
NUMBER_UNIQUE_RECTANGLES_FORMED_USING_N_UNIT_SQUARES,ORIGINAL,127.0,9
SUM_OF_ALL_ELEMENTS_UP_TO_NTH_ROW_IN_A_PASCALS_TRIANGLE_1,ORIGINAL,2097151.0,0
SUM_OF_ALL_ELEMENTS_UP_TO_NTH_ROW_IN_A_PASCALS_TRIANGLE_1,ORIGINAL,7.0,1
SUM_OF_ALL_ELEMENTS_UP_TO_NTH_ROW_IN_A_PASCALS_TRIANGLE_1,ORIGINAL,268435455.0,2
SUM_OF_ALL_ELEMENTS_UP_TO_NTH_ROW_IN_A_PASCALS_TRIANGLE_1,ORIGINAL,4095.0,3
SUM_OF_ALL_ELEMENTS_UP_TO_NTH_ROW_IN_A_PASCALS_TRIANGLE_1,ORIGINAL,1048575.0,4
SUM_OF_ALL_ELEMENTS_UP_TO_NTH_ROW_IN_A_PASCALS_TRIANGLE_1,ORIGINAL,524287.0,5
SUM_OF_ALL_ELEMENTS_UP_TO_NTH_ROW_IN_A_PASCALS_TRIANGLE_1,ORIGINAL,16383.0,6
SUM_OF_ALL_ELEMENTS_UP_TO_NTH_ROW_IN_A_PASCALS_TRIANGLE_1,ORIGINAL,7.0,7
SUM_OF_ALL_ELEMENTS_UP_TO_NTH_ROW_IN_A_PASCALS_TRIANGLE_1,ORIGINAL,65535.0,8
SUM_OF_ALL_ELEMENTS_UP_TO_NTH_ROW_IN_A_PASCALS_TRIANGLE_1,ORIGINAL,33554431.0,9
MINIMUM_CHARACTERS_ADDED_FRONT_MAKE_STRING_PALINDROME,ORIGINAL,true,0
MINIMUM_CHARACTERS_ADDED_FRONT_MAKE_STRING_PALINDROME,ORIGINAL,false,1
MINIMUM_CHARACTERS_ADDED_FRONT_MAKE_STRING_PALINDROME,ORIGINAL,true,2
MINIMUM_CHARACTERS_ADDED_FRONT_MAKE_STRING_PALINDROME,ORIGINAL,false,3
MINIMUM_CHARACTERS_ADDED_FRONT_MAKE_STRING_PALINDROME,ORIGINAL,false,4
MINIMUM_CHARACTERS_ADDED_FRONT_MAKE_STRING_PALINDROME,ORIGINAL,false,5
MINIMUM_CHARACTERS_ADDED_FRONT_MAKE_STRING_PALINDROME,ORIGINAL,true,6
MINIMUM_CHARACTERS_ADDED_FRONT_MAKE_STRING_PALINDROME,ORIGINAL,false,7
MINIMUM_CHARACTERS_ADDED_FRONT_MAKE_STRING_PALINDROME,ORIGINAL,false,8
MINIMUM_CHARACTERS_ADDED_FRONT_MAKE_STRING_PALINDROME,ORIGINAL,false,9
FIND_MINIMUM_ELEMENT_IN_A_SORTED_AND_ROTATED_ARRAY,ORIGINAL,68.0,0
FIND_MINIMUM_ELEMENT_IN_A_SORTED_AND_ROTATED_ARRAY,ORIGINAL,88.0,1
FIND_MINIMUM_ELEMENT_IN_A_SORTED_AND_ROTATED_ARRAY,ORIGINAL,0.0,2
FIND_MINIMUM_ELEMENT_IN_A_SORTED_AND_ROTATED_ARRAY,ORIGINAL,26.0,3
FIND_MINIMUM_ELEMENT_IN_A_SORTED_AND_ROTATED_ARRAY,ORIGINAL,46.0,4
FIND_MINIMUM_ELEMENT_IN_A_SORTED_AND_ROTATED_ARRAY,ORIGINAL,1.0,5
FIND_MINIMUM_ELEMENT_IN_A_SORTED_AND_ROTATED_ARRAY,ORIGINAL,81.0,6
FIND_MINIMUM_ELEMENT_IN_A_SORTED_AND_ROTATED_ARRAY,ORIGINAL,4.0,7
FIND_MINIMUM_ELEMENT_IN_A_SORTED_AND_ROTATED_ARRAY,ORIGINAL,1.0,8
FIND_MINIMUM_ELEMENT_IN_A_SORTED_AND_ROTATED_ARRAY,ORIGINAL,3.0,9
CHECK_IF_ALL_THE_ELEMENTS_CAN_BE_MADE_OF_SAME_PARITY_BY_INVERTING_ADJACENT_ELEMENTS,ORIGINAL,true,0
CHECK_IF_ALL_THE_ELEMENTS_CAN_BE_MADE_OF_SAME_PARITY_BY_INVERTING_ADJACENT_ELEMENTS,ORIGINAL,true,1
CHECK_IF_ALL_THE_ELEMENTS_CAN_BE_MADE_OF_SAME_PARITY_BY_INVERTING_ADJACENT_ELEMENTS,ORIGINAL,false,2
CHECK_IF_ALL_THE_ELEMENTS_CAN_BE_MADE_OF_SAME_PARITY_BY_INVERTING_ADJACENT_ELEMENTS,ORIGINAL,true,3
CHECK_IF_ALL_THE_ELEMENTS_CAN_BE_MADE_OF_SAME_PARITY_BY_INVERTING_ADJACENT_ELEMENTS,ORIGINAL,true,4
CHECK_IF_ALL_THE_ELEMENTS_CAN_BE_MADE_OF_SAME_PARITY_BY_INVERTING_ADJACENT_ELEMENTS,ORIGINAL,true,5
CHECK_IF_ALL_THE_ELEMENTS_CAN_BE_MADE_OF_SAME_PARITY_BY_INVERTING_ADJACENT_ELEMENTS,ORIGINAL,true,6
CHECK_IF_ALL_THE_ELEMENTS_CAN_BE_MADE_OF_SAME_PARITY_BY_INVERTING_ADJACENT_ELEMENTS,ORIGINAL,true,7
CHECK_IF_ALL_THE_ELEMENTS_CAN_BE_MADE_OF_SAME_PARITY_BY_INVERTING_ADJACENT_ELEMENTS,ORIGINAL,true,8
CHECK_IF_ALL_THE_ELEMENTS_CAN_BE_MADE_OF_SAME_PARITY_BY_INVERTING_ADJACENT_ELEMENTS,ORIGINAL,true,9
MAXIMUM_GAMES_PLAYED_WINNER,ORIGINAL,8.0,0
MAXIMUM_GAMES_PLAYED_WINNER,ORIGINAL,6.0,1
MAXIMUM_GAMES_PLAYED_WINNER,ORIGINAL,6.0,2
MAXIMUM_GAMES_PLAYED_WINNER,ORIGINAL,6.0,3
MAXIMUM_GAMES_PLAYED_WINNER,ORIGINAL,8.0,4
MAXIMUM_GAMES_PLAYED_WINNER,ORIGINAL,6.0,5
MAXIMUM_GAMES_PLAYED_WINNER,ORIGINAL,7.0,6
MAXIMUM_GAMES_PLAYED_WINNER,ORIGINAL,7.0,7
MAXIMUM_GAMES_PLAYED_WINNER,ORIGINAL,7.0,8
MAXIMUM_GAMES_PLAYED_WINNER,ORIGINAL,9.0,9
K_TH_DIGIT_RAISED_POWER_B,ORIGINAL,1.0,0
K_TH_DIGIT_RAISED_POWER_B,ORIGINAL,0.0,1
K_TH_DIGIT_RAISED_POWER_B,ORIGINAL,6.0,2
K_TH_DIGIT_RAISED_POWER_B,ORIGINAL,0.0,3
K_TH_DIGIT_RAISED_POWER_B,ORIGINAL,0.0,4
K_TH_DIGIT_RAISED_POWER_B,ORIGINAL,0.0,5
K_TH_DIGIT_RAISED_POWER_B,ORIGINAL,5.0,6
K_TH_DIGIT_RAISED_POWER_B,ORIGINAL,2.0,7
K_TH_DIGIT_RAISED_POWER_B,ORIGINAL,2.0,8
K_TH_DIGIT_RAISED_POWER_B,ORIGINAL,7.0,9
COUNT_SUM_OF_DIGITS_IN_NUMBERS_FROM_1_TO_N,ORIGINAL,165.0,0
COUNT_SUM_OF_DIGITS_IN_NUMBERS_FROM_1_TO_N,ORIGINAL,865.0,1
COUNT_SUM_OF_DIGITS_IN_NUMBERS_FROM_1_TO_N,ORIGINAL,540.0,2
COUNT_SUM_OF_DIGITS_IN_NUMBERS_FROM_1_TO_N,ORIGINAL,667.0,3
COUNT_SUM_OF_DIGITS_IN_NUMBERS_FROM_1_TO_N,ORIGINAL,525.0,4
COUNT_SUM_OF_DIGITS_IN_NUMBERS_FROM_1_TO_N,ORIGINAL,168.0,5
COUNT_SUM_OF_DIGITS_IN_NUMBERS_FROM_1_TO_N,ORIGINAL,667.0,6
COUNT_SUM_OF_DIGITS_IN_NUMBERS_FROM_1_TO_N,ORIGINAL,177.0,7
COUNT_SUM_OF_DIGITS_IN_NUMBERS_FROM_1_TO_N,ORIGINAL,609.0,8
COUNT_SUM_OF_DIGITS_IN_NUMBERS_FROM_1_TO_N,ORIGINAL,240.0,9
CHECK_ARRAY_REPRESENTS_INORDER_BINARY_SEARCH_TREE_NOT,ORIGINAL,true,0
CHECK_ARRAY_REPRESENTS_INORDER_BINARY_SEARCH_TREE_NOT,ORIGINAL,false,1
CHECK_ARRAY_REPRESENTS_INORDER_BINARY_SEARCH_TREE_NOT,ORIGINAL,true,2
CHECK_ARRAY_REPRESENTS_INORDER_BINARY_SEARCH_TREE_NOT,ORIGINAL,true,3
CHECK_ARRAY_REPRESENTS_INORDER_BINARY_SEARCH_TREE_NOT,ORIGINAL,true,4
CHECK_ARRAY_REPRESENTS_INORDER_BINARY_SEARCH_TREE_NOT,ORIGINAL,false,5
CHECK_ARRAY_REPRESENTS_INORDER_BINARY_SEARCH_TREE_NOT,ORIGINAL,true,6
CHECK_ARRAY_REPRESENTS_INORDER_BINARY_SEARCH_TREE_NOT,ORIGINAL,false,7
CHECK_ARRAY_REPRESENTS_INORDER_BINARY_SEARCH_TREE_NOT,ORIGINAL,true,8
CHECK_ARRAY_REPRESENTS_INORDER_BINARY_SEARCH_TREE_NOT,ORIGINAL,false,9
QUICK_WAY_CHECK_CHARACTERS_STRING,ORIGINAL,true,0
QUICK_WAY_CHECK_CHARACTERS_STRING,ORIGINAL,true,1
QUICK_WAY_CHECK_CHARACTERS_STRING,ORIGINAL,true,2
QUICK_WAY_CHECK_CHARACTERS_STRING,ORIGINAL,false,3
QUICK_WAY_CHECK_CHARACTERS_STRING,ORIGINAL,false,4
QUICK_WAY_CHECK_CHARACTERS_STRING,ORIGINAL,false,5
QUICK_WAY_CHECK_CHARACTERS_STRING,ORIGINAL,true,6
QUICK_WAY_CHECK_CHARACTERS_STRING,ORIGINAL,true,7
QUICK_WAY_CHECK_CHARACTERS_STRING,ORIGINAL,true,8
QUICK_WAY_CHECK_CHARACTERS_STRING,ORIGINAL,false,9
PROGRAM_FOR_FACTORIAL_OF_A_NUMBER,ORIGINAL,0.0,0
PROGRAM_FOR_FACTORIAL_OF_A_NUMBER,ORIGINAL,0.0,1
PROGRAM_FOR_FACTORIAL_OF_A_NUMBER,ORIGINAL,0.0,2
PROGRAM_FOR_FACTORIAL_OF_A_NUMBER,ORIGINAL,479001600.0,3
PROGRAM_FOR_FACTORIAL_OF_A_NUMBER,ORIGINAL,0.0,4
PROGRAM_FOR_FACTORIAL_OF_A_NUMBER,ORIGINAL,0.0,5
PROGRAM_FOR_FACTORIAL_OF_A_NUMBER,ORIGINAL,0.0,6
PROGRAM_FOR_FACTORIAL_OF_A_NUMBER,ORIGINAL,1278945280.0,7
PROGRAM_FOR_FACTORIAL_OF_A_NUMBER,ORIGINAL,2.0,8
PROGRAM_FOR_FACTORIAL_OF_A_NUMBER,ORIGINAL,0.0,9
CHECK_GIVEN_STRING_ROTATION_PALINDROME,ORIGINAL,true,0
CHECK_GIVEN_STRING_ROTATION_PALINDROME,ORIGINAL,false,1
CHECK_GIVEN_STRING_ROTATION_PALINDROME,ORIGINAL,true,2
CHECK_GIVEN_STRING_ROTATION_PALINDROME,ORIGINAL,false,3
CHECK_GIVEN_STRING_ROTATION_PALINDROME,ORIGINAL,false,4
CHECK_GIVEN_STRING_ROTATION_PALINDROME,ORIGINAL,false,5
CHECK_GIVEN_STRING_ROTATION_PALINDROME,ORIGINAL,true,6
