class,Mutation-based Translation Score,Computational Accuracy
SUM_DIVISORS_1_N_1,0.6938775510204082,0.0
SUM_FACTORS_NUMBER,0.9929078014184397,0.0
SUM_FAI_AJ_PAIRS_ARRAY_N_INTEGERS,1.0,0.0
SUM_FIBONACCI_NUMBERS,0.8904109589041096,0.0
SUM_K_TH_GROUP_ODD_POSITIVE_NUMBERS,0.9696969696969697,0.0
SUM_LARGEST_PRIME_FACTOR_NUMBER_LESS_EQUAL_N,1.0,0.0
SUM_MATRIX_ELEMENT_ABSOLUTE_DIFFERENCE_ROW_COLUMN_NUMBERS,1.0,0.0
SUM_MATRIX_ELEMENT_ELEMENT_INTEGER_DIVISION_ROW_COLUMN,1.0,0.0
SUM_MATRIX_ELEMENT_ELEMENT_INTEGER_DIVISION_ROW_COLUMN_1,0.8546511627906976,0.0
SUM_NODES_K_TH_LEVEL_TREE_REPRESENTED_STRING,0.775,0.0
SUM_OF_ALL_ELEMENTS_UP_TO_NTH_ROW_IN_A_PASCALS_TRIANGLE,0.975609756097561,0.0
SUM_OF_ALL_ELEMENTS_UP_TO_NTH_ROW_IN_A_PASCALS_TRIANGLE_1,1.0,0.0
SUM_OF_ALL_PROPER_DIVISORS_OF_A_NATURAL_NUMBER,0.9922480620155039,0.0
SUM_SERIES_0_6_0_06_0_006_0_0006_N_TERMS,1.0,0.0
SUM_SERIES_12_32_52_2N_12,1.0,0.0
SUM_SERIES_23_45_67_89_UPTO_N_TERMS,1.0,0.0
SUM_SERIES_555555_N_TERMS,0.85,0.0
SUM_TWO_LARGE_NUMBERS,0.9942857142857143,0.0
SWAP_TWO_NUMBERS_WITHOUT_USING_TEMPORARY_VARIABLE,1.0,0.0
TAIL_RECURSION,0.43478260869565216,0.0
TILING_WITH_DOMINOES,1.0,0.0
TOTAL_NUMBER_OF_NON_DECREASING_NUMBERS_WITH_N_DIGITS,1.0,0.0
WAYS_TRANSFORMING_ONE_STRING_REMOVING_0_CHARACTERS,0.9832402234636871,0.0
WILDCARD_CHARACTER_MATCHING,0.45977011494252873,0.0
WRITE_A_C_PROGRAM_TO_CALCULATE_POWXN,0.8383838383838383,0.0
WRITE_YOU_OWN_POWER_WITHOUT_USING_MULTIPLICATION_AND_DIVISION,0.7887323943661971,0.0
ZECKENDORFS_THEOREM_NON_NEIGHBOURING_FIBONACCI_REPRESENTATION,0.6883116883116883,0.0
ADD_1_TO_A_GIVEN_NUMBER,0.453125,1.0
ADD_TWO_NUMBERS_WITHOUT_USING_ARITHMETIC_OPERATORS,0.4791666666666667,1.0
ANALYSIS_OF_ALGORITHMS_SET_2_ASYMPTOTIC_ANALYSIS,0.41025641025641024,1.0
AREA_SQUARE_CIRCUMSCRIBED_CIRCLE,0.34615384615384615,1.0
ARRAY_ELEMENT_MOVED_K_USING_SINGLE_MOVES,0.28125,1.0
BASIC_AND_EXTENDED_EUCLIDEAN_ALGORITHMS,0.5862068965517241,1.0
BREAK_NUMBER_THREE_PARTS_1,0.5531914893617021,1.0
CALCULATE_ANGLE_HOUR_HAND_MINUTE_HAND,0.27472527472527475,1.0
CEILING_IN_A_SORTED_ARRAY,0.226890756302521,1.0
CEILING_IN_A_SORTED_ARRAY_1,0.08450704225352113,1.0
CHECK_ARRAY_REPRESENTS_INORDER_BINARY_SEARCH_TREE_NOT,0.15714285714285714,1.0
CHECK_IF_ALL_THE_ELEMENTS_CAN_BE_MADE_OF_SAME_PARITY_BY_INVERTING_ADJACENT_ELEMENTS,0.25287356321839083,1.0
CHECK_IF_A_NUMBER_IS_POWER_OF_ANOTHER_NUMBER,0.37681159420289856,1.0
CHECK_NUMBER_POWER_K_USING_BASE_CHANGING_METHOD,0.29333333333333333,1.0
CHECK_OCCURRENCES_CHARACTER_APPEAR_TOGETHER,0.2835820895522388,1.0
CHECK_POSSIBLE_SORT_ARRAY_CONDITIONAL_SWAPPING_ADJACENT_ALLOWED,0.1326530612244898,1.0
CHECK_STRING_FOLLOWS_ANBN_PATTERN_NOT,0.1728395061728395,1.0
CHECK_TWO_GIVEN_CIRCLES_TOUCH_INTERSECT,0.3901098901098901,1.0
CHECK_WHETHER_TRIANGLE_VALID_NOT_SIDES_GIVEN,0.23232323232323232,1.0
COMPUTE_MODULUS_DIVISION_BY_A_POWER_OF_2_NUMBER,0.2916666666666667,1.0
COMPUTE_N_UNDER_MODULO_P,0.47058823529411764,1.0
CONVERTING_ONE_STRING_USING_APPEND_DELETE_LAST_OPERATIONS,0.15,1.0
CONVERT_STRICTLY_INCREASING_ARRAY_MINIMUM_CHANGES,0.39473684210526316,1.0
COUNT_ENTRIES_EQUAL_TO_X_IN_A_SPECIAL_MATRIX,0.5480769230769231,1.0
COUNT_FACTORIAL_NUMBERS_IN_A_GIVEN_RANGE,0.6,1.0
COUNT_NEGATIVE_NUMBERS_IN_A_COLUMN_WISE_ROW_WISE_SORTED_MATRIX_1,0.24324324324324326,1.0
COUNT_NUMBER_OF_OCCURRENCES_OR_FREQUENCY_IN_A_SORTED_ARRAY,0.46153846153846156,1.0
COUNT_NUMBER_PAIRS_N_B_N_GCD_B_B,0.3253012048192771,1.0
COUNT_OF_PAIRS_SATISFYING_THE_GIVEN_CONDITION,1.0,1.0
COUNT_OPERATIONS_MAKE_STRINGAB_FREE,0.2753623188405797,1.0
COUNT_PAIRS_DIFFERENCE_EQUAL_K,0.34444444444444444,1.0
COUNT_PAIRS_DIFFERENCE_EQUAL_K_1,0.3157894736842105,1.0
COUNT_PAIRS_TWO_SORTED_ARRAYS_WHOSE_SUM_EQUAL_GIVEN_VALUE_X_2,0.20430107526881722,1.0
COUNT_PAIRS_WHOSE_PRODUCTS_EXIST_IN_ARRAY,0.4939759036144578,1.0
COUNT_POSSIBLE_DECODINGS_GIVEN_DIGIT_SEQUENCE_1,0.21212121212121213,1.0
COUNT_SET_BITS_IN_AN_INTEGER,0.2,1.0
COUNT_SET_BITS_IN_AN_INTEGER_3,0.4090909090909091,1.0
COUNT_SUBARRAYS_WITH_SAME_EVEN_AND_ODD_ELEMENTS,0.3142857142857143,1.0
COUNT_SUBSTRINGS_WITH_SAME_FIRST_AND_LAST_CHARACTERS,0.45454545454545453,1.0
C_PROGRAM_CONCATENATE_STRING_GIVEN_NUMBER_TIMES,0.5,1.0
C_PROGRAM_FIND_LARGEST_ELEMENT_ARRAY_1,0.2857142857142857,1.0
DECIMAL_REPRESENTATION_GIVEN_BINARY_STRING_DIVISIBLE_10_NOT,0.2,1.0
DECODE_MEDIAN_STRING_ORIGINAL_STRING,0.453125,1.0
DETECT_IF_TWO_INTEGERS_HAVE_OPPOSITE_SIGNS,0.5,1.0
DISTRIBUTING_ITEMS_PERSON_CANNOT_TAKE_TWO_ITEMS_TYPE,0.4027777777777778,1.0
DIVISIBILITY_9_USING_BITWISE_OPERATORS,0.0,1.0
DYNAMIC_PROGRAMMING_HIGH_EFFORT_VS_LOW_EFFORT_TASKS_PROBLEM,0.1282051282051282,1.0
EFFICIENT_SEARCH_IN_AN_ARRAY_WHERE_DIFFERENCE_BETWEEN_ADJACENT_IS_1,0.42857142857142855,1.0
EFFICIENT_WAY_TO_MULTIPLY_WITH_7,0.36363636363636365,1.0
EULERS_CRITERION_CHECK_IF_SQUARE_ROOT_UNDER_MODULO_P_EXISTS,0.47297297297297297,1.0
EVEN_FIBONACCI_NUMBERS_SUM,0.3203125,1.0
FAST_MULTIPLICATION_METHOD_WITHOUT_USING_MULTIPLICATION_OPERATOR_RUSSIAN_PEASANTS_ALGORITHM,0.0,1.0
FIBONACCI_MODULO_P,0.46938775510204084,1.0
FINDING_POWER_PRIME_NUMBER_P_N,0.36065573770491804,1.0
FINDING_POWER_PRIME_NUMBER_P_N_1,0.4666666666666667,1.0
FIND_A_FIXED_POINT_IN_A_GIVEN_ARRAY,0.35135135135135137,1.0
FIND_DIFFERENCE_BETWEEN_SUMS_OF_TWO_DIAGONALS,0.40350877192982454,1.0
FIND_DIFFERENCE_BETWEEN_SUMS_OF_TWO_DIAGONALS_1,0.7083333333333334,1.0
FIND_INDEX_0_REPLACED_1_GET_LONGEST_CONTINUOUS_SEQUENCE_1S_BINARY_ARRAY,0.22962962962962963,1.0
FIND_INDEX_OF_AN_EXTRA_ELEMENT_PRESENT_IN_ONE_SORTED_ARRAY,0.43243243243243246,1.0
FIND_INDEX_OF_AN_EXTRA_ELEMENT_PRESENT_IN_ONE_SORTED_ARRAY_1,0.30303030303030304,1.0
FIND_LAST_DIGIT_FACTORIAL_DIVIDES_FACTORIAL_B,0.11538461538461539,1.0
FIND_MAXIMUM_AVERAGE_SUBARRAY_OF_K_LENGTH_1,0.27906976744186046,1.0
FIND_MAXIMUM_PRODUCT_OF_A_TRIPLET_IN_ARRAY,0.5702479338842975,1.0
FIND_MAXIMUM_PRODUCT_OF_A_TRIPLET_IN_ARRAY_1,0.21176470588235294,1.0
FIND_MINIMUM_ELEMENT_IN_A_SORTED_AND_ROTATED_ARRAY,0.25654450261780104,1.0
FIND_PAIR_WITH_GREATEST_PRODUCT_IN_ARRAY,0.4222222222222222,1.0
FIND_PERIMETER_CYLINDER,0.48148148148148145,1.0
FIND_REPEATED_CHARACTER_PRESENT_FIRST_STRING,0.3424657534246575,1.0
FIND_REPETITIVE_ELEMENT_1_N_1_2,0.3116883116883117,1.0
FIND_SUBARRAY_WITH_GIVEN_SUM,0.28,1.0
FIND_SUBARRAY_WITH_GIVEN_SUM_1,0.28823529411764703,1.0
FIND_SUM_MODULO_K_FIRST_N_NATURAL_NUMBER,0.4864864864864865,1.0
FIND_SUM_MODULO_K_FIRST_N_NATURAL_NUMBER_1,0.3305084745762712,1.0
FIND_THE_FIRST_MISSING_NUMBER,0.1652892561983471,1.0
FIND_THE_MAXIMUM_ELEMENT_IN_AN_ARRAY_WHICH_IS_FIRST_INCREASING_AND_THEN_DECREASING,0.3684210526315789,1.0
FIND_THE_MAXIMUM_SUBARRAY_XOR_IN_A_GIVEN_ARRAY,0.8524590163934426,1.0
FIND_UNIT_DIGIT_X_RAISED_POWER_Y,0.6,1.0
FIND_WHETHER_AN_ARRAY_IS_SUBSET_OF_ANOTHER_ARRAY_SET_1_1,0.20588235294117646,1.0
FIND_WHETHER_A_GIVEN_NUMBER_IS_A_POWER_OF_4_OR_NOT,0.26785714285714285,1.0
FIND_WHETHER_A_GIVEN_NUMBER_IS_A_POWER_OF_4_OR_NOT_2,0.26666666666666666,1.0
FLOOR_IN_A_SORTED_ARRAY_1,0.14215686274509803,1.0
HIGHWAY_BILLBOARD_PROBLEM,0.23391812865497075,1.0
HOW_TO_CHECK_IF_A_GIVEN_ARRAY_REPRESENTS_A_BINARY_HEAP_1,0.15476190476190477,1.0
LARGEST_SUBARRAY_WITH_EQUAL_NUMBER_OF_0S_AND_1S,0.17154811715481172,1.0
LARGEST_SUM_CONTIGUOUS_SUBARRAY_2,0.5833333333333334,1.0
LEXICOGRAPHICALLY_NEXT_STRING,0.11267605633802817,1.0
LONGEST_SUBSEQUENCE_SUCH_THAT_DIFFERENCE_BETWEEN_ADJACENTS_IS_ONE,0.3629032258064516,1.0
LOWER_INSERTION_POINT,0.21052631578947367,1.0
MARKOV_MATRIX,0.40425531914893614,1.0
MAXIMIZE_VOLUME_CUBOID_GIVEN_SUM_SIDES,0.5980392156862745,1.0
MAXIMUM_CONSECUTIVE_REPEATING_CHARACTER_STRING,0.5301204819277109,1.0
MAXIMUM_CONSECUTIVE_REPEATING_CHARACTER_STRING_1,0.3170731707317073,1.0
MAXIMUM_HEIGHT_OF_TRIANGULAR_ARRANGEMENT_OF_ARRAY_VALUES,0.3493975903614458,1.0
MAXIMUM_LENGTH_PREFIX_ONE_STRING_OCCURS_SUBSEQUENCE_ANOTHER,0.38235294117647056,1.0
MAXIMUM_NUMBER_CHARACTERS_TWO_CHARACTER_STRING,0.26744186046511625,1.0
MAXIMUM_POINTS_INTERSECTION_N_CIRCLES,0.32142857142857145,1.0
MAXIMUM_SUM_IARRI_AMONG_ROTATIONS_GIVEN_ARRAY_1,0.3974358974358974,1.0
MIDDLE_OF_THREE_USING_MINIMUM_COMPARISONS,0.3769633507853403,1.0
MIDDLE_OF_THREE_USING_MINIMUM_COMPARISONS_1,0.22962962962962963,1.0
MIDDLE_OF_THREE_USING_MINIMUM_COMPARISONS_2,0.2734375,1.0
MINIMUM_COST_MAKE_ARRAY_SIZE_1_REMOVING_LARGER_PAIRS,0.2962962962962963,1.0
MINIMUM_FLIP_REQUIRED_MAKE_BINARY_MATRIX_SYMMETRIC_1,0.5714285714285714,1.0
MINIMUM_OPERATIONS_MAKE_GCD_ARRAY_MULTIPLE_K,0.5,1.0
MINIMUM_SUM_SUBSEQUENCE_LEAST_ONE_EVERY_FOUR_CONSECUTIVE_ELEMENTS_PICKED,0.48175182481751827,1.0
MINIMUM_TIME_TO_FINISH_TASKS_WITHOUT_SKIPPING_TWO_CONSECUTIVE,0.5068493150684932,1.0
MODULAR_EXPONENTIATION_POWER_IN_MODULAR_ARITHMETIC,0.0,1.0
MODULUS_TWO_FLOAT_DOUBLE_NUMBERS,0.3382352941176471,1.0
MULTIPLY_LARGE_INTEGERS_UNDER_LARGE_MODULO,0.41414141414141414,1.0
MULTIPLY_TWO_NUMBERS_WITHOUT_USING_MULTIPLY_DIVISION_BITWISE_OPERATORS_AND_NO_LOOPS,0.1917808219178082,1.0
NEXT_POWER_OF_2,0.21428571428571427,1.0
NEXT_POWER_OF_2_1,0.27631578947368424,1.0
NTH_EVEN_LENGTH_PALINDROME,0.6666666666666666,1.0
NTH_PENTAGONAL_NUMBER,0.3953488372093023,1.0
NUMBER_INDEXES_EQUAL_ELEMENTS_GIVEN_RANGE,0.2619047619047619,1.0
NUMBER_NON_NEGATIVE_INTEGRAL_SOLUTIONS_B_C_N_1,0.35714285714285715,1.0
NUMBER_OF_PAIRS_IN_AN_ARRAY_HAVING_SUM_EQUAL_TO_PRODUCT,0.2894736842105263,1.0
NUMBER_ORDERED_PAIRS_AI_AJ_0,0.34375,1.0
NUMBER_RECTANGLES_NM_GRID,0.29850746268656714,1.0
NUMBER_SUBSEQUENCES_FORM_AI_BJ_CK,0.2524271844660194,1.0
N_TH_TERM_SERIES_2_12_36_80_150,0.4074074074074074,1.0
PERFECT_REVERSIBLE_STRING,0.3548387096774194,1.0
POLICEMEN_CATCH_THIEVES,0.22727272727272727,1.0
POSITION_ELEMENT_STABLE_SORT,0.31343283582089554,1.0
POSITION_OF_RIGHTMOST_SET_BIT_1,0.37142857142857144,1.0
POSITIVE_ELEMENTS_EVEN_NEGATIVE_ODD_POSITIONS,0.6764705882352942,1.0
POSSIBLE_TO_MAKE_A_DIVISIBLE_BY_3_NUMBER_USING_ALL_DIGITS_IN_AN_ARRAY,0.6862745098039216,1.0
PRIMALITY_TEST_SET_1_INTRODUCTION_AND_SCHOOL_METHOD,0.3880597014925373,1.0
PRIME_NUMBERS,0.36363636363636365,1.0
PROGRAM_AREA_SQUARE,0.375,1.0
PROGRAM_BINARY_DECIMAL_CONVERSION_1,0.3684210526315789,1.0
PROGRAM_CHECK_ARRAY_SORTED_NOT_ITERATIVE_RECURSIVE_1,0.15714285714285714,1.0
PROGRAM_COUNT_OCCURRENCE_GIVEN_CHARACTER_STRING,0.625,1.0
PROGRAM_FIND_SMALLEST_DIFFERENCE_ANGLES_TWO_PARTS_GIVEN_CIRCLE,0.34444444444444444,1.0
PROGRAM_FIND_STRING_START_END_GEEKS,0.42105263157894735,1.0
PROGRAM_TO_FIND_REMAINDER_WITHOUT_USING_MODULO_OR_OPERATOR_1,0.376,1.0
PROGRAM_TO_FIND_REMAINDER_WITHOUT_USING_MODULO_OR_OPERATOR_2,0.6666666666666666,1.0
PYTHAGOREAN_QUADRUPLE,0.27586206896551724,1.0
PYTHON_PROGRAM_FIND_PERIMETER_CIRCUMFERENCE_SQUARE_RECTANGLE,0.2,1.0
QUERIES_COUNTS_ARRAY_ELEMENTS_VALUES_GIVEN_RANGE,0.3275862068965517,1.0
QUICK_WAY_CHECK_CHARACTERS_STRING,0.15,1.0
REMOVE_ARRAY_END_ELEMENT_MAXIMIZE_SUM_PRODUCT,0.24113475177304963,1.0
ROW_WISE_COMMON_ELEMENTS_TWO_DIAGONALS_SQUARE_MATRIX,0.45714285714285713,1.0
SCHEDULE_JOBS_SERVER_GETS_EQUAL_LOAD,0.05283757338551859,1.0
SEARCH_ALMOST_SORTED_ARRAY,0.26666666666666666,1.0
SEARCH_AN_ELEMENT_IN_AN_ARRAY_WHERE_DIFFERENCE_BETWEEN_ADJACENT_ELEMENTS_IS_1,0.22916666666666666,1.0
SEARCH_AN_ELEMENT_IN_A_SORTED_AND_PIVOTED_ARRAY,0.25133689839572193,1.0
SEARCH_INSERT_AND_DELETE_IN_AN_UNSORTED_ARRAY,0.3333333333333333,1.0
SEQUENCES_GIVEN_LENGTH_EVERY_ELEMENT_EQUAL_TWICE_PREVIOUS,0.3157894736842105,1.0
SMALLEST_OF_THREE_INTEGERS_WITHOUT_COMPARISON_OPERATORS,0.24615384615384617,1.0
SMALLEST_SUM_CONTIGUOUS_SUBARRAY,0.6071428571428571,1.0
SPLIT_ARRAY_ADD_FIRST_PART_END,0.3333333333333333,1.0
SPLIT_N_MAXIMUM_COMPOSITE_NUMBERS,0.18143459915611815,1.0
SQUARE_ROOT_OF_AN_INTEGER,0.35714285714285715,1.0
SQUARE_ROOT_OF_AN_INTEGER_1,0.25,1.0
STRING_CONTAINING_FIRST_LETTER_EVERY_WORD_GIVEN_STRING_SPACES,0.24444444444444444,1.0
SUBSEQUENCES_SIZE_THREE_ARRAY_WHOSE_SUM_DIVISIBLE_M,0.4230769230769231,1.0
SUM_K_TH_GROUP_ODD_POSITIVE_NUMBERS_1,0.5161290322580645,1.0
SUM_MANHATTAN_DISTANCES_PAIRS_POINTS,0.4090909090909091,1.0
SUM_MATRIX_ELEMENT_ABSOLUTE_DIFFERENCE_ROW_COLUMN_NUMBERS_1,0.5357142857142857,1.0
SUM_MATRIX_ELEMENT_ABSOLUTE_DIFFERENCE_ROW_COLUMN_NUMBERS_2,0.25217391304347825,1.0
SUM_PAIRWISE_PRODUCTS,0.47540983606557374,1.0
SUM_PAIRWISE_PRODUCTS_1,0.34234234234234234,1.0
SUM_PAIRWISE_PRODUCTS_2,0.34146341463414637,1.0
SUM_SEQUENCE_2_22_222,0.75,1.0
SUM_SERIES_12_32_52_2N_12_1,0.391304347826087,1.0
SWAP_ALL_ODD_AND_EVEN_BITS,0.5531914893617021,1.0
SWAP_TWO_NIBBLES_BYTE,0.0,1.0
TEMPLE_OFFERINGS,0.32786885245901637,1.0
TOTAL_NUMBER_OF_NON_DECREASING_NUMBERS_WITH_N_DIGITS_1,0.43103448275862066,1.0
TRIANGULAR_MATCHSTICK_NUMBER,0.23809523809523808,1.0
TRIANGULAR_NUMBERS,0.4266666666666667,1.0
TURN_OFF_THE_RIGHTMOST_SET_BIT,0.3333333333333333,1.0
UGLY_NUMBERS,0.40860215053763443,1.0
WRITE_AN_EFFICIENT_METHOD_TO_CHECK_IF_A_NUMBER_IS_MULTIPLE_OF_3,0.0,1.0
WRITE_A_C_PROGRAM_TO_FIND_THE_PARITY_OF_AN_UNSIGNED_INTEGER,0.14285714285714285,1.0
WRITE_ONE_LINE_C_FUNCTION_TO_FIND_WHETHER_A_NO_IS_POWER_OF_TWO,0.23214285714285715,1.0
WRITE_ONE_LINE_C_FUNCTION_TO_FIND_WHETHER_A_NO_IS_POWER_OF_TWO_1,0.2549019607843137,1.0
